ID	Name	Equation	Definition	Genes
rxn10336_c0	stearoyl-cardiolipin synthase_c0	(2) cpd15540[c0] <=> (1) cpd00100[c0] + (1) cpd15793[c0]	(2) Phosphatidylglycerol dioctadecanoyl[c0] <=> (1) Glycerol[c0] + (1) Stearoylcardiolipin (B. subtilis)[c0]	(fig|1185660.4.peg.9 or fig|1185660.4.peg.3980 or fig|1185660.4.peg.4173 or fig|1185660.4.peg.4257)
rxn02320_c0	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase_c0	(1) cpd00024[c0] + (1) cpd00807[c0] <=> (1) cpd00023[c0] + (1) cpd00930[c0]	(1) 2-Oxoglutarate[c0] + (1) L-histidinol-phosphate[c0] <=> (1) L-Glutamate[c0] + (1) imidazole acetol-phosphate[c0]	(Unknown and fig|1185660.4.peg.1874)
rxn03384_c0	Uroporphyrinogen I carboxy-lyase_c0	(4) cpd00067[c0] + (1) cpd03414[c0] <=> (4) cpd00011[c0] + (1) cpd03416[c0]	(4) H+[c0] + (1) UroporphyrinogenI[c0] <=> (4) CO2[c0] + (1) CoproporphyrinogenI[c0]	fig|1185660.4.peg.2745
rxn06488_c0	Deoxylimonate A-ring-lactonohydrolase_c0	(1) cpd00001[c0] + (1) cpd11999[c0] <=> (1) cpd00067[c0] + (1) cpd12503[c0]	(1) H2O[c0] + (1) Deoxylimonate[c0] <=> (1) H+[c0] + (1) Deoxylimononic acid D-ring-lactone[c0]	fig|1185660.4.peg.477
rxn01405_c0	Spermidine:putrescine 4-aminobutyltransferase (propane-1,3-diamine-forming)_c0	(1) cpd00118[c0] + (1) cpd00264[c0] <=> (1) cpd00726[c0] + (1) cpd03802[c0]	(1) Putrescine[c0] + (1) Spermidine[c0] <=> (1) 1,3-Propanediamine[c0] + (1) Homospermidine[c0]	fig|1185660.4.peg.2760
rxn02504_c0	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase_c0	(1) cpd02961[c0] <=> (1) cpd00229[c0] + (1) cpd00954[c0]	(1) Dihydroneopterin[c0] <=> (1) Glycolaldehyde[c0] + (1) 6-hydroxymethyl dihydropterin[c0]	fig|1185660.4.peg.3663
rxn04996_c0	dimethyallyl diphosphate:NADP+ oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00202[c0] <= (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd08615[c0]	(1) H2O[c0] + (1) NADP[c0] + (1) DMAPP[c0] <= (1) NADPH[c0] + (1) H+[c0] + (1) 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate[c0]	fig|1185660.4.peg.2972
rxn05404_c0	13-methyl-tetra-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11540[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11541[c0]	(1) Malonyl-acyl-carrierprotein-[c0] + (1) 13-methyl-tetra-decanoyl-ACP[c0] => (1) CO2[c0] + (1) ACP[c0] + (1) 15-methyl-3-oxo-hexa-decanoyl-ACP[c0]	((fig|1185660.4.peg.1140 or fig|1185660.4.peg.2283) and fig|1185660.4.peg.1145)
rxn02796_c0	chenodeoxycholoyltaurine amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd03246[c0] <=> (1) cpd00210[c0] + (1) cpd01663[c0]	(1) H2O[c0] + (1) Taurochenodeoxycholate[c0] <=> (1) Taurine[c0] + (1) Chenodiol[c0]	(fig|1185660.4.peg.3651 or fig|1185660.4.peg.2057 or fig|1185660.4.peg.1822)
rxn10262_c0	isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	(1) cpd00080[c0] + (1) cpd15686[c0] <=> (1) cpd00046[c0] + (1) cpd15719[c0]	(1) Glycerol-3-phosphate[c0] + (1) CDP-1,2-diisopentadecanoylglycerol[c0] <=> (1) CMP[c0] + (1) Diisopentadecanoylphosphatidylglycerophosphate[c0]	(fig|1185660.4.peg.496 or fig|1185660.4.peg.2313)
rxn10126_c0	succinate dehyrdogenase_c0	(1) cpd00982[c0] + (1) cpd15560[c0] => (1) cpd00015[c0] + (1) cpd00067[c0] + (1) cpd15561[c0]	(1) FADH2[c0] + (1) Ubiquinone-8[c0] => (1) FAD[c0] + (1) H+[c0] + (1) Ubiquinol-8[c0]	((fig|1185660.4.peg.2330 and fig|1185660.4.peg.2328) or fig|1185660.4.peg.2332 or fig|1185660.4.peg.2331)
rxn10209_c0	anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0	(1) cpd00080[c0] + (1) cpd11439[c0] => (1) cpd00010[c0] + (1) cpd15675[c0]	(1) Glycerol-3-phosphate[c0] + (1) fa4coa[c0] => (1) CoA[c0] + (1) 1-anteisopentadecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn08084_c0	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)_c0	(1) cpd00067[c0] + (1) cpd11466[c0] + (1) cpd15331[c0] => (1) cpd11493[c0] + (1) cpd15522[c0]	(1) H+[c0] + (1) Myristoyl-ACP[c0] + (1) 1-tetradecanoyl-sn-glycerol 3-phosphate[c0] => (1) ACP[c0] + (1) 1,2-ditetradecanoyl-sn-glycerol 3-phosphate[c0]	(fig|1185660.4.peg.487 or fig|1185660.4.peg.176 or fig|1185660.4.peg.502)
rxn10225_c0	isohexadecanoyl-phosphatidate cytidylyltransferase_c0	(1) cpd00052[c0] + (1) cpd15682[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15688[c0]	(1) CTP[c0] + (1) 1,2-diisohexadecanoyl-sn-glycerol 3-phosphate[c0] <=> (1) PPi[c0] + (1) H+[c0] + (1) CDP-1,2-diisohexadecanoylglycerol[c0]	(fig|1185660.4.peg.1658 or fig|1185660.4.peg.503)
rxn03463_c0	R05113_c0	(1) cpd00112[c0] + (1) cpd03658[c0] <=> (1) cpd00046[c0] + (1) cpd00067[c0] + (1) cpd03659[c0]	(1) CMP-N-acetylneuraminate[c0] + (1) GT1a[c0] <=> (1) CMP[c0] + (1) H+[c0] + (1) GQ1[c0]	(fig|1185660.4.peg.2670 or fig|1185660.4.peg.3117)
rxn01486_c0	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_c0	(1) cpd00113[c0] + (1) cpd00350[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00289[c0]	(1) Isopentenyldiphosphate[c0] + (1) Farnesyldiphosphate[c0] => (1) PPi[c0] + (1) H+[c0] + (1) Geranylgeranyl diphosphate[c0]	(fig|1185660.4.peg.3117 or fig|1185660.4.peg.2670)
rxn00898_c0	2,3-Dihydroxy-3-methylbutanoate hydro-lyase_c0	(1) cpd02498[c0] => (1) cpd00001[c0] + (1) cpd00123[c0]	(1) 2,3-Dihydroxy-isovalerate[c0] => (1) H2O[c0] + (1) 3-Methyl-2-oxobutanoate[c0]	fig|1185660.4.peg.392
rxn10205_c0	isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase_c0	(1) cpd00080[c0] + (1) cpd11432[c0] => (1) cpd00010[c0] + (1) cpd15671[c0]	(1) Glycerol-3-phosphate[c0] + (1) fa11coa[c0] => (1) CoA[c0] + (1) 1-isoheptadecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn05040_c0	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)_c0	(1) cpd00171[c0] => (1) cpd00047[c0] + (1) cpd00067[c0] + (1) cpd11225[c0]	(1) D-Ribulose5-phosphate[c0] => (1) Formate[c0] + (1) H+[c0] + (1) 3-4-dihydroxy-2-butanone4-phosphate[c0]	((fig|1185660.4.peg.778 or fig|1185660.4.peg.3586) and (fig|1185660.4.peg.778 or fig|1185660.4.peg.3586))
rxn05400_c0	11-methyl-dodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11536[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11537[c0]	(1) Malonyl-acyl-carrierprotein-[c0] + (1) 11-methyl-dodecanoyl-ACP[c0] => (1) CO2[c0] + (1) ACP[c0] + (1) 13-methyl-3-oxo-tetra-decanoyl-ACP[c0]	(fig|1185660.4.peg.1145 and (fig|1185660.4.peg.1140 or fig|1185660.4.peg.2283))
rxn02090_c0	Creatinine iminohydrolase_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00585[c0] <=> (1) cpd00013[c0] + (1) cpd01679[c0]	(1) H2O[c0] + (1) H+[c0] + (1) Creatinine[c0] <=> (1) NH3[c0] + (1) N-Methylhydantoin[c0]	(fig|1185660.4.peg.3586 or fig|1185660.4.peg.778)
rxn05582_c0	TRANS-RXNBWI-115637.ce.maizeexp.GLY_c0	(1) cpd00033[e0] + (1) cpd00067[e0] <=> (1) cpd00033[c0] + (1) cpd00067[c0]	(1) Glycine[e0] + (1) H+[e0] <=> (1) Glycine[c0] + (1) H+[c0]	fig|1185660.4.peg.604
rxn08556_c0	sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase_c0	(1) cpd00080[c0] + (1) cpd15560[c0] => (1) cpd00095[c0] + (1) cpd15561[c0]	(1) Glycerol-3-phosphate[c0] + (1) Ubiquinone-8[c0] => (1) Glycerone-phosphate[c0] + (1) Ubiquinol-8[c0]	fig|1185660.4.peg.640
rxn01843_c0	2-phenylacetamide amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd01647[c0] <=> (1) cpd00013[c0] + (1) cpd00430[c0]	(1) H2O[c0] + (1) H+[c0] + (1) 2-Phenylacetamide[c0] <=> (1) NH3[c0] + (1) PACT[c0]	(fig|1185660.4.peg.2410 or fig|1185660.4.peg.1978)
rxn00816_c0	Lactose galactohydrolase_c0	(1) cpd00001[c0] + (1) cpd00208[c0] <=> (1) cpd00027[c0] + (1) cpd00108[c0]	(1) H2O[c0] + (1) LACT[c0] <=> (1) D-Glucose[c0] + (1) Galactose[c0]	((fig|1185660.4.peg.1531 or fig|1185660.4.peg.4091 or fig|1185660.4.peg.2807 or fig|1185660.4.peg.1532 or fig|1185660.4.peg.1812) or (fig|1185660.4.peg.1532 or fig|1185660.4.peg.1812 or fig|1185660.4.peg.2807 or fig|1185660.4.peg.1531 or fig|1185660.4.peg.4091))
rxn01750_c0	CDPglucose 4,6-hydro-lyase_c0	(1) cpd00390[c0] => (1) cpd00001[c0] + (1) cpd00897[c0]	(1) CDP-glucose[c0] => (1) H2O[c0] + (1) CDP-4-dehydro-6-deoxy-D-glucose[c0]	fig|1185660.4.peg.1496
rxn04792_c0	S-(hydroxymethyl)glutathione dehydrogenase_c0	(1) cpd00003[c0] + (1) cpd09879[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00759[c0]	(1) NAD[c0] + (1) S-(Hydroxymethyl)glutathione[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) S-Formylglutathione[c0]	(fig|1185660.4.peg.677 or fig|1185660.4.peg.676 or fig|1185660.4.peg.767)
rxn00165_c0	L-serine ammonia-lyase_c0	(1) cpd00054[c0] => (1) cpd00013[c0] + (1) cpd00020[c0]	(1) L-Serine[c0] => (1) NH3[c0] + (1) Pyruvate[c0]	(fig|1185660.4.peg.2756 and fig|1185660.4.peg.2756)
rxn10228_c0	isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0	(1) cpd00054[c0] + (1) cpd15685[c0] => (1) cpd00046[c0] + (2) cpd00067[c0] + (1) cpd15691[c0]	(1) L-Serine[c0] + (1) CDP-1,2-diisotetradecanoylglycerol[c0] => (1) CMP[c0] + (2) H+[c0] + (1) Diisotetradecanoylphosphatidylserine[c0]	(fig|1185660.4.peg.2356 or fig|1185660.4.peg.3482)
rxn01117_c0	D-arabinose-5-phosphate aldose-ketose-isomerase_c0	(1) cpd00817[c0] <=> (1) cpd00171[c0]	(1) D-Arabinose5-phosphate[c0] <=> (1) D-Ribulose5-phosphate[c0]	(fig|1185660.4.peg.2694 or fig|1185660.4.peg.144)
rxn05814_c0	ATP:nucleoside-phosphate phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd12232[c0] <=> (1) cpd00008[c0] + (1) cpd00354[c0]	(1) ATP[c0] + (1) Nucleoside phosphate[c0] <=> (1) ADP[c0] + (1) NDP[c0]	fig|1185660.4.peg.3224
rxn00539_c0	ethanolamine ammonia-lyase (acetaldehyde-forming)_c0	(1) cpd00162[c0] => (1) cpd00013[c0] + (1) cpd00071[c0]	(1) Aminoethanol[c0] => (1) NH3[c0] + (1) Acetaldehyde[c0]	(fig|1185660.4.peg.2019 or fig|1185660.4.peg.2020 or fig|1185660.4.peg.1394)
rxn11726_c0	R08191_c0	(1) cpd00001[c0] + (1) cpd14891[c0] <=> (1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd16342[c0]	(1) H2O[c0] + (1) (7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA[c0] <=> (1) CoA[c0] + (2) H+[c0] + (1) Adrenic acid[c0]	fig|1185660.4.peg.769
rxn13990_c0	ATP:N-acetyl-D-glucosamine 1-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00122[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02611[c0]	(1) ATP[c0] + (1) N-Acetyl-D-glucosamine[c0] <=> (1) ADP[c0] + (1) H+[c0] + (1) N-Acetyl-D-glucosamine1-phosphate[c0]	fig|1185660.4.peg.1095
rxn00678_c0	(S)-2-Methyl-3-oxopropanoyl-CoA:pyruvate carboxyltransferase_c0	(1) cpd00020[c0] + (1) cpd00519[c0] <=> (1) cpd00032[c0] + (1) cpd00086[c0]	(1) Pyruvate[c0] + (1) D-methylmalonyl-CoA[c0] <=> (1) Oxaloacetate[c0] + (1) Propionyl-CoA[c0]	fig|1185660.4.peg.3128
rxn00001_c0	diphosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00012[c0] => (2) cpd00009[c0] + (1) cpd00067[c0]	(1) H2O[c0] + (1) PPi[c0] => (2) Phosphate[c0] + (1) H+[c0]	fig|1185660.4.peg.3270
rxn09685_c0	TRANS-RXN-108F.cp_c0	(1) cpd00067[e0] + (1) cpd00412[e0] <=> (1) cpd00067[c0] + (1) cpd00412[c0]	(1) H+[e0] + (1) Deoxyuridine[e0] <=> (1) H+[c0] + (1) Deoxyuridine[c0]	fig|1185660.4.peg.866
rxn01331_c0	D-erythrose 4-phosphate:NAD+ oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00236[c0] => (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd02147[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) D-Erythrose4-phosphate[c0] => (1) NADH[c0] + (2) H+[c0] + (1) 4-Phosphoerythronate[c0]	fig|1185660.4.peg.3376
rxn00671_c0	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)_c0	(1) cpd00003[c0] + (1) cpd00010[c0] + (1) cpd00287[c0] <=> (1) cpd00004[c0] + (1) cpd00011[c0] + (1) cpd00086[c0]	(1) NAD[c0] + (1) CoA[c0] + (1) 3-Oxo-2-methylpropanoate[c0] <=> (1) NADH[c0] + (1) CO2[c0] + (1) Propionyl-CoA[c0]	fig|1185660.4.peg.1536
rxn11268_c0	phosphate ABC transporter permease protein_c0	(1) cpd00012[e0] + (1) cpd00067[e0] <= (1) cpd00012[c0] + (1) cpd00067[c0]	(1) PPi[e0] + (1) H+[e0] <= (1) PPi[c0] + (1) H+[c0]	fig|1185660.4.peg.1751
rxn00710_c0	orotidine-5'-phosphate carboxy-lyase (UMP-forming)_c0	(1) cpd00067[c0] + (1) cpd00810[c0] => (1) cpd00011[c0] + (1) cpd00091[c0]	(1) H+[c0] + (1) Orotidylic acid[c0] => (1) CO2[c0] + (1) UMP[c0]	fig|1185660.4.peg.4114
rxn02305_c0	2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase_c0	(1) cpd02654[c0] + (1) cpd02894[c0] <=> (1) cpd00012[c0] + (1) cpd00793[c0]	(1) 4-Methyl-5--2-phosphoethyl-thiazole[c0] + (1) 4-Amino-2-methyl-5-diphosphomethylpyrimidine[c0] <=> (1) PPi[c0] + (1) Thiamine phosphate[c0]	fig|1185660.4.peg.3245
rxn00470_c0	L-ornithine carboxy-lyase (putrescine-forming)_c0	(1) cpd00064[c0] + (1) cpd00067[c0] => (1) cpd00011[c0] + (1) cpd00118[c0]	(1) Ornithine[c0] + (1) H+[c0] => (1) CO2[c0] + (1) Putrescine[c0]	fig|1185660.4.peg.3122
rxn08817_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)_c0	(1) cpd00001[c0] + (1) cpd15350[c0] <=> (2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd01741[c0]	(1) H2O[c0] + (1) 2-dodecanoyl-sn-glycerol 3-phosphate[c0] <=> (2) H+[c0] + (1) Glycerol-3-phosphate[c0] + (1) ddca[c0]	fig|1185660.4.peg.477
rxn00910_c0	5-methyltetrahydrofolate:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd00345[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00125[c0]	(1) NADP[c0] + (1) 5-Methyltetrahydrofolate[c0] <=> (1) NADPH[c0] + (1) H+[c0] + (1) 5-10-Methylenetetrahydrofolate[c0]	(fig|1185660.4.peg.833 or fig|1185660.4.peg.334)
rxn00953_c0	L-Serine hydro-lyase (adding homocysteine)_c0	(1) cpd00054[c0] + (1) cpd00135[c0] <=> (1) cpd00001[c0] + (1) cpd00424[c0]	(1) L-Serine[c0] + (1) Homocysteine[c0] <=> (1) H2O[c0] + (1) Cystathionine[c0]	((fig|1185660.4.peg.4405 or fig|1185660.4.peg.3491) or (fig|1185660.4.peg.3491 or fig|1185660.4.peg.4405))
rxn11944_c0	Methyltransferase_c0	(1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd02738[c0] <= (1) cpd00017[c0] + (1) cpd02555[c0]	(1) S-Adenosyl-homocysteine[c0] + (1) H+[c0] + (1) 5-Methyltetrahydropteroyltri-L-glutamate[c0] <= (1) S-Adenosyl-L-methionine[c0] + (1) Tetrahydropteroyltri-L-glutamate[c0]	fig|1185660.4.peg.339
rxn08296_c0	diacylglycerol kinase (n-C14:1)_c0	(1) cpd00002[c0] + (1) cpd15308[c0] <=> (1) cpd00008[c0] + (1) cpd15523[c0]	(1) ATP[c0] + (1) 1,2-Diacyl-sn-glycerol ditetradec-7-enoyl[c0] <=> (1) ADP[c0] + (1) 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.885
rxn00717_c0	Cytosine aminohydrolase_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00307[c0] => (1) cpd00013[c0] + (1) cpd00092[c0]	(1) H2O[c0] + (1) H+[c0] + (1) Cytosine[c0] => (1) NH3[c0] + (1) Uracil[c0]	fig|1185660.4.peg.664
rxn05647_c0	salicin transport via PEP:Pyr PTS_c0	(1) cpd00061[c0] + (1) cpd01030[e0] <=> (1) cpd00020[c0] + (1) cpd03698[c0]	(1) Phosphoenolpyruvate[c0] + (1) Salicin[e0] <=> (1) Pyruvate[c0] + (1) Salicin-6P[c0]	(Unknown and (fig|1185660.4.peg.2139 or fig|1185660.4.peg.2706) and Unknown and Unknown and Unknown)
rxn01297_c0	hypoxanthine:NAD+ oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00226[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00309[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) HYXN[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) XAN[c0]	(fig|1185660.4.peg.1213 or fig|1185660.4.peg.3113)
rxn10254_c0	anteisoheptadecanoyl-Diacylglycerol kinase_c0	(1) cpd00002[c0] + (1) cpd15702[c0] <=> (1) cpd00008[c0] + (1) cpd15678[c0]	(1) ATP[c0] + (1) 1,2-Dianteisoheptadecanoyl-sn-glycerol[c0] <=> (1) ADP[c0] + (1) 1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.885
rxn05459_c0	stearyl-ACP:[acyl-carrier-protein] transferase_c0	(1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd11573[c0] <=> (1) cpd00327[c0] + (1) cpd11493[c0]	(1) CoA[c0] + (1) H+[c0] + (1) Octodecanoyl-ACP[c0] <=> (1) strcoa[c0] + (1) ACP[c0]	fig|1185660.4.peg.1142
rxn05453_c0	13-methyl-tetra-decanoyl-ACP:[acyl-carrier-protein] transferase_c0	(1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd11540[c0] <=> (1) cpd11437[c0] + (1) cpd11493[c0]	(1) CoA[c0] + (2) H+[c0] + (1) 13-methyl-tetra-decanoyl-ACP[c0] <=> (1) fa3coa[c0] + (1) ACP[c0]	fig|1185660.4.peg.1142
rxn01682_c0	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase_c0	(1) cpd02210[c0] <=> (1) cpd00102[c0] + (1) cpd00359[c0]	(1) Indoleglycerol phosphate[c0] <=> (1) Glyceraldehyde3-phosphate[c0] + (1) indol[c0]	((fig|1185660.4.peg.2625 and fig|1185660.4.peg.2623) or fig|1185660.4.peg.4208)
rxn08796_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15325[c0] <=> (1) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd01741[c0]	(1) H2O[c0] + (1) 1-dodecanoyl-sn-glycerol 3-phosphate[c0] <=> (1) H+[c0] + (1) Glycerol-3-phosphate[c0] + (1) ddca[c0]	fig|1185660.4.peg.477
rxn03142_c0	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide cis-trans-isomerase_c0	(1) cpd02864[c0] <=> (1) cpd02880[c0]	(1) cis-2-Chlorodienelactone[c0] <=> (1) trans-2-Chlorodienelactone[c0]	fig|1185660.4.peg.3611
rxn03181_c0	ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd03002[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02993[c0]	(1) ATP[c0] + (1) Lipid A disaccharide[c0] <=> (1) ADP[c0] + (1) H+[c0] + (1) Lipid IV(A)[c0]	fig|1185660.4.peg.2318
rxn02586_c0	Kievitone-hydrate hydro-lyase_c0	(1) cpd01673[c0] <=> (1) cpd00001[c0] + (1) cpd01117[c0]	(1) Kievitone hydrate[c0] <=> (1) H2O[c0] + (1) Kievitone[c0]	fig|1185660.4.peg.1925
rxn02331_c0	phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0	(1) cpd00009[c0] + (1) cpd02730[c0] <= (1) cpd00001[c0] + (1) cpd00061[c0] + (1) cpd00817[c0]	(1) Phosphate[c0] + (1) 3-Deoxy-D-manno-octulosonate8-phosphate[c0] <= (1) H2O[c0] + (1) Phosphoenolpyruvate[c0] + (1) D-Arabinose5-phosphate[c0]	fig|1185660.4.peg.1759
rxn06493_c0	dihydrolipoylprotein:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd12225[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd12005[c0]	(1) NAD[c0] + (1) Dihydrolipolprotein[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) Lipoylprotein[c0]	((fig|1185660.4.peg.3027 and fig|1185660.4.peg.2786) or (fig|1185660.4.peg.2786 and Unknown and Unknown))
rxn10214_c0	isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	(1) cpd11432[c0] + (1) cpd15671[c0] => (1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd15677[c0]	(1) fa11coa[c0] + (1) 1-isoheptadecanoyl-sn-glycerol 3-phosphate[c0] => (1) CoA[c0] + (1) H+[c0] + (1) 1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate[c0]	(fig|1185660.4.peg.487 or fig|1185660.4.peg.176 or fig|1185660.4.peg.502)
rxn12846_c0	Gly-Phe aminopeptidase_c0	(1) cpd00001[c0] + (1) cpd15605[c0] <=> (1) cpd00033[c0] + (1) cpd00066[c0]	(1) H2O[c0] + (1) Gly-Phe[c0] <=> (1) Glycine[c0] + (1) L-Phenylalanine[c0]	((fig|1185660.4.peg.1672 or fig|1185660.4.peg.3572) or fig|1185660.4.peg.3472 or fig|1185660.4.peg.3347 or fig|1185660.4.peg.231 or fig|1185660.4.peg.3858 or fig|1185660.4.peg.231)
rxn00337_c0	ATP:L-aspartate 4-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00041[c0] <=> (1) cpd00008[c0] + (1) cpd01977[c0]	(1) ATP[c0] + (1) L-Aspartate[c0] <=> (1) ADP[c0] + (1) 4-Phospho-L-aspartate[c0]	((fig|1185660.4.peg.3122 or fig|1185660.4.peg.1860) or fig|1185660.4.peg.2004)
rxn08308_c0	CDP-diacylglycerol synthetase (n-C14:1)_c0	(1) cpd00052[c0] + (1) cpd15523[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15422[c0]	(1) CTP[c0] + (1) 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate[c0] <=> (1) PPi[c0] + (1) H+[c0] + (1) CDP-1,2-ditetradec-7-enoylglycerol[c0]	(fig|1185660.4.peg.1658 or fig|1185660.4.peg.503)
rxn01930_c0	3-Hydroxy-L-kynurenine hydrolase_c0	(1) cpd00001[c0] + (1) cpd02065[c0] => (1) cpd00035[c0] + (1) cpd00067[c0] + (1) cpd00483[c0]	(1) H2O[c0] + (1) 3-Hydroxy-L-kynurenine[c0] => (1) L-Alanine[c0] + (1) H+[c0] + (1) 3-Hydroxyanthranilate[c0]	fig|1185660.4.peg.1458
rxn00208_c0	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)_c0	(1) cpd00001[c0] + (1) cpd00007[c0] + (1) cpd00493[c0] => (1) cpd00013[c0] + (1) cpd00016[c0] + (1) cpd00025[c0]	(1) H2O[c0] + (1) O2[c0] + (1) Pyridoxamine phosphate[c0] => (1) NH3[c0] + (1) Pyridoxal phosphate[c0] + (1) H2O2[c0]	(fig|1185660.4.peg.1747 or fig|1185660.4.peg.2203 or fig|1185660.4.peg.2023 or fig|1185660.4.peg.2742 or fig|1185660.4.peg.4422)
rxn08823_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)_c0	(1) cpd00001[c0] + (1) cpd15357[c0] <=> (2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd15269[c0]	(1) H2O[c0] + (1) 2-octadec-11-enoyl-sn-glycerol 3-phosphate[c0] <=> (2) H+[c0] + (1) Glycerol-3-phosphate[c0] + (1) octadecenoate[c0]	fig|1185660.4.peg.477
