"rpfCGH_mean"	"Void_mean"	"theta"	"prob"	"log2FC"
"fig|1185660.4.peg.3270"	756	1039	-0.563885448828584	0.971119648736142	-0.458737514683139
"fig|1185660.4.peg.207"	35	69.5	-0.563833109812806	0.97111620342124	-0.989658055778541
"fig|1185660.4.peg.3628"	1188	1705	-0.563382624408161	0.971086577788303	-0.521236903110769
"fig|1185660.4.peg.704"	69	115	-0.562972092579473	0.971059623930419	-0.736965594166206
"fig|1185660.4.peg.2223"	38	65.5	-0.561630012419097	0.970971801775097	-0.785495488093865
"fig|1185660.4.peg.2864"	7	17.5	-0.561560390933755	0.970967258147421	-1.32192809488736
"fig|1185660.4.peg.986"	4638	7204	-0.561456472963081	0.970960216152165	-0.635295361260272
"fig|1185660.4.peg.2069"	49.5	83.5	-0.561455889822182	0.970960174859685	-0.754347672394443
"fig|1185660.4.peg.3862"	8.5	17.5	-0.561275851120209	0.97094743061338	-1.04182017569463
"fig|1185660.4.peg.949"	21.5	45	-0.561265783826019	0.970946718245991	-1.06558834162758
"fig|1185660.4.peg.1291"	32	75	-0.560970565834959	0.970925840574385	-1.22881869049588
"fig|1185660.4.peg.2207"	1.5	4.5	-0.560346060762056	0.970881752981136	-1.58496250072116
"xanmn_chr11_0242"	1.5	4.5	-0.560346060762056	0.970881752981136	-1.58496250072116
"xanmn_chr02_0138"	97	184.5	-0.559912946022072	0.970851238120206	-0.927564163873268
"fig|1185660.4.peg.205"	8.5	22	-0.558995818154937	0.970786787560277	-1.37196877738696
"fig|1185660.4.peg.4262"	220	309.5	-0.55884316814337	0.970776081901176	-0.492435885689605
"fig|1185660.4.peg.3666"	818	1300	-0.558821919082527	0.970774592151335	-0.668338874974068
"xanmn_chr03_0432"	865.5	1163	-0.558581358881744	0.970757343788299	-0.42624537210658
"fig|1185660.4.peg.2440"	5.5	11.5	-0.558378136982055	0.970742527991961	-1.06413033741972
"fig|1185660.4.peg.1773"	190.5	292.5	-0.558256562628815	0.97073367012324	-0.618645626977445
"fig|1185660.4.peg.2036"	226.5	361.5	-0.555645116085497	0.970544287517274	-0.674484596904883
"fig|1185660.4.peg.618"	39	92	-0.555516574188604	0.970534976220611	-1.23815973719476
"fig|1185660.4.peg.76"	29	59	-0.555359327575738	0.970523591756464	-1.02466205423427
"fig|1185660.4.peg.781"	41.5	100	-0.554759310411621	0.970480213217592	-1.2688167584278
"fig|1185660.4.peg.4570"	9.5	21	-0.554434245873496	0.970456753448921	-1.14438990933517
"fig|1185660.4.peg.2685"	13.5	27	-0.554075453914494	0.970430892905335	-1
"xanmn_chr08_0082"	8	18.5	-0.553623915077991	0.970398397052317	-1.20945336562895
"fig|1185660.4.peg.4033"	8	18	-0.55334225117265	0.970378154498885	-1.16992500144231
"fig|1185660.4.peg.1416"	47	102.5	-0.553200898617587	0.970368003880108	-1.12489124782781
"fig|1185660.4.peg.2597"	944.5	1363.5	-0.552071642744747	0.970289207539639	-0.529691998526894
"xanmn_chr02_0274"	11.5	28.5	-0.552001921423438	0.9702843605203	-1.30932805810773
"fig|1185660.4.peg.4087"	8	20	-0.551028994383903	0.970216854883705	-1.32192809488736
"fig|1185660.4.peg.458"	57	116	-0.550935403441956	0.970210374139354	-1.02509098096283
"fig|1185660.4.peg.2860"	20	41.5	-0.550429752745912	0.970175399417657	-1.05311133645956
"fig|1185660.4.peg.513"	532	732	-0.549893668757762	0.970139909237424	-0.460417402782853
"fig|1185660.4.peg.283"	9	22	-0.549391725449603	0.970106968625053	-1.28950661719498
"fig|1185660.4.peg.1307"	106.5	196	-0.549380317307364	0.970106220671413	-0.88000022388937
"fig|1185660.4.peg.563"	5	11	-0.54885994261243	0.970072137177569	-1.13750352374993
"fig|1185660.4.peg.1947"	2	6	-0.548769398417103	0.970066213484822	-1.58496250072116
"fig|1185660.4.peg.2455"	2	6	-0.548558772786417	0.970052441429274	-1.58496250072116
"fig|1185660.4.peg.1024"	2128.5	3065	-0.547657821028116	0.969993653521386	-0.526049983796436
"fig|1185660.4.peg.786"	7	16.5	-0.54650253112223	0.969922523160808	-1.23703919730085
"fig|1185660.4.peg.958"	119	203	-0.546094174073182	0.969897569765568	-0.770518153877233
"fig|1185660.4.peg.2249"	10.5	19	-0.545998047293181	0.969891701281943	-0.855610090664825
"fig|1185660.4.peg.359"	10.5	19	-0.545998047293181	0.969891701281943	-0.855610090664825
"fig|1185660.4.peg.4450"	231.5	422	-0.545690431932774	0.969872935652212	-0.866230805446949
"fig|1185660.4.peg.442"	16.5	34	-0.545536807393875	0.969863572050179	-1.04306872189189
"fig|1185660.4.peg.2454"	4	8	-0.545056326615284	0.96983432067621	-1
"fig|1185660.4.peg.4006"	4	9.5	-0.54482238827526	0.969820097555411	-1.24792751344359
"fig|1185660.4.peg.2952"	21	37	-0.544287635926419	0.969789405984779	-0.81713594285019
"fig|1185660.4.peg.3314"	10.5	23.5	-0.544174175420866	0.969782931854974	-1.16227142889888
"fig|1185660.4.peg.4485"	7	14.5	-0.543912782373814	0.969768026980538	-1.05062607306997
"fig|1185660.4.peg.649"	98.5	149	-0.543378574476047	0.96973761090614	-0.597116701005785
"fig|1185660.4.peg.4008"	6.5	14.5	-0.542489466816929	0.969687121423488	-1.15754127698648
"fig|1185660.4.peg.3062"	8.5	22	-0.542273259360637	0.969674868839905	-1.37196877738696
"fig|1185660.4.peg.3534"	14.5	36.5	-0.54193968404361	0.9696560907895	-1.33184356375245
"fig|1185660.4.peg.92"	71	148	-0.541392726028987	0.969626207246867	-1.05970624612427
"fig|1185660.4.peg.1971"	34	63	-0.54134413214071	0.969623555202408	-0.889817082249577
"fig|1185660.4.peg.729"	4	7.5	-0.541045707132744	0.969607278908985	-0.906890595608519
"fig|1185660.4.peg.146"	99.5	163.5	-0.540786521783937	0.969593157345122	-0.716522204954434
"fig|1185660.4.peg.1067"	15.5	29.5	-0.540216815674509	0.969562164754741	-0.928446738974966
"fig|1185660.4.peg.1166"	1.25	4.5	-0.539061689288855	0.969499534237473	-1.84799690655495
"fig|1185660.4.peg.1433"	11.5	26.5	-0.538548384323421	0.969471818171739	-1.20435849850619
"uptE"	657.5	794.5	-0.537705086580871	0.969426397736553	-0.273056325168854
"fig|1185660.4.peg.3525"	76.5	145	-0.537539605389159	0.969417501381311	-0.922521247322283
"fig|1185660.4.peg.614"	14.5	29	-0.537504152107757	0.969415596099041	-1
"fig|1185660.4.peg.749"	18	36.5	-0.536801246207182	0.969377872732284	-1.0198995574377
"fig|1185660.4.peg.2431"	5.5	12.5	-0.536023115478445	0.969335210858699	-1.18442457113743
"xanmn_chr15_0336"	1.5	5.5	-0.535419426838361	0.969301451710603	-1.87446911791614
"fig|1185660.4.peg.2721"	2	6	-0.535037071519609	0.969280108512161	-1.58496250072116
"fig|1185660.4.peg.915"	29	54	-0.534912122651607	0.969273140313525	-0.896906507035896
"fig|1185660.4.peg.797"	83.5	159.5	-0.534130490468197	0.969229622293808	-0.933708321290817
"xanmn_chr04_0029"	181.5	262	-0.532731840124399	0.969147863606126	-0.5295972635417
"fig|1185660.4.peg.4539"	2654.5	3632.5	-0.532142911873356	0.969112596620488	-0.452522656396472
"fig|1185660.4.peg.969"	37.5	65.5	-0.531756762663095	0.969089513874526	-0.804604311041569
"xanmn_chr04_0246"	53.5	96	-0.531358662008039	0.969065750749911	-0.843495514320009
"fig|1185660.4.peg.3481"	213	315.5	-0.531224778456566	0.969057766826198	-0.566786574756711
"fig|1185660.4.peg.4163"	10.5	37	-0.531169712572981	0.969054484194786	-1.81713594285019
"fig|1185660.4.peg.2918"	9	19.5	-0.530290562005503	0.96899775650947	-1.11547721741994
"fig|1185660.4.peg.928"	12	22.5	-0.529454568830531	0.968941580164246	-0.906890595608519
"xanmn_chr15_0308"	9.5	17	-0.528299732198307	0.968864259022963	-0.839535327806754
"xanmn_chr15_0352"	1.5	4	-0.528064343198501	0.968848538519249	-1.41503749927884
"fig|1185660.4.peg.4056"	327	453	-0.527735566025566	0.968823563141564	-0.470220414548152
"xanmn_chr14_0024"	68.5	117.5	-0.52736399268324	0.968795352352067	-0.778484863604473
"fig|1185660.4.peg.3619"	40	69.5	-0.527363247724625	0.968795295831145	-0.797012977836145
"fig|1185660.4.peg.4090"	6	12.5	-0.527339316416873	0.968793480214857	-1.05889368905357
"fig|1185660.4.peg.4162"	8.5	19	-0.526943841937113	0.968763499249925	-1.16046467219325
"xanmn_chr02_0272"	44	87	-0.526379980288615	0.96872082713801	-0.983511877211431
"fig|1185660.4.peg.4482"	63	120	-0.526196791558651	0.968706982478717	-0.929610672108602
"xanmn_chr03_0058"	11.5	27.5	-0.525434863337672	0.968649497483419	-1.25779775746765
"fig|1185660.4.peg.3191"	490.5	801.5	-0.525421768788799	0.968648510927418	-0.708449383935309
"fig|1185660.4.peg.2882"	82	149	-0.525365931692379	0.968644304630925	-0.861616515844078
"xanmn_chr15_0027"	43	73.5	-0.52469768965962	0.968587740066454	-0.773407590134267
"fig|1185660.4.peg.4062"	109	183.5	-0.524686545774465	0.968586781545381	-0.751451928066286
"fig|1185660.4.peg.2108"	34.5	57.5	-0.524442831983798	0.968565828603375	-0.736965594166206
"fig|1185660.4.peg.596"	7	16	-0.524391427360617	0.96856141152248	-1.1926450779424
"xanmn_chr12_0046"	98	159	-0.52408718616068	0.968535285573397	-0.698173111169147
"fig|1185660.4.peg.1393"	78.5	136.5	-0.523815869431825	0.968512011144218	-0.798136392028226
"fig|1185660.4.peg.1862"	8.75	39.5	-0.523208361289333	0.96845997973271	-2.17449773123214
"glutaredoxin_3"	313.5	432	-0.522687263004393	0.968415439857028	-0.46256586936143
"xanmn_chr13_0050"	33	67	-0.52217286653639	0.968367383947673	-1.02169507109932
"fig|1185660.4.peg.2522"	3	6.5	-0.52199714638587	0.968350094260404	-1.11547721741994
"fig|1185660.4.peg.3011"	10	24.5	-0.521454852482583	0.968296805134312	-1.29278174922785
"fig|1185660.4.peg.2995"	138.5	248.5	-0.521296581272538	0.968281272042161	-0.843359875513098
"fig|1185660.4.peg.71"	15	36.5	-0.521228360503575	0.968274579431289	-1.2829339632715
"fig|1185660.4.peg.4507"	8.5	18	-0.520644232085891	0.968217342314711	-1.08246216019197
"fig|1185660.4.peg.3686"	202	395.5	-0.519587802261634	0.968112707913446	-0.969322401720997
"fig|1185660.4.peg.669"	114	200.5	-0.519145621995549	0.968064128290894	-0.814568412290179
"fig|1185660.4.peg.3256"	20	35	-0.517355276414179	0.967868219626484	-0.807354922057604
"fig|1185660.4.peg.3786"	40	85.5	-0.517327556837685	0.967865196275189	-1.09592441999854
"fig|1185660.4.peg.3979"	11.5	27	-0.51643945129786	0.967761962912135	-1.23132554610646
"fig|1185660.4.peg.809"	490	768.5	-0.5160422428255	0.967713371234814	-0.649263510688201
"fig|1185660.4.peg.4469"	4.5	11	-0.5156508631247	0.967665560027354	-1.28950661719498
"fig|1185660.4.peg.4097"	4.5	11	-0.515102690245627	0.967598707096885	-1.28950661719498
"fig|1185660.4.peg.3439"	4	12	-0.514927414986731	0.967577358818497	-1.58496250072116
"fig|1185660.4.peg.1911"	402.5	530.5	-0.514852945099634	0.967568292530857	-0.398363967912786
"fig|1185660.4.peg.2422"	70	115	-0.514829348163305	0.967565420239616	-0.716207033999409
"fig|1185660.4.peg.1661"	345.5	486	-0.514508105223148	0.967526341595374	-0.492270603217522
"fig|1185660.4.peg.3563"	5.5	12	-0.514449341525852	0.96751919793417	-1.12553088208386
"fig|1185660.4.peg.3806"	42	72.5	-0.514074648693725	0.967472966311296	-0.787591667236174
"fig|1185660.4.peg.448"	53	102	-0.513155460658115	0.96734938360257	-0.944504887408296
"xanmn_chr11_0021"	78	164	-0.5120369888689	0.967199551884573	-1.07214978575584
"fig|1185660.4.peg.1444"	141	240	-0.512031026200921	0.967198754714202	-0.767339243209725
"fig|1185660.4.peg.1735"	3	6	-0.509602654487206	0.966854883108582	-1
"fig|1185660.4.peg.1195"	76	138	-0.509591534155317	0.966853277805463	-0.860596943334584
"fabG3_"	61	114	-0.509215106524734	0.96679897492245	-0.902152676601855
"fig|1185660.4.peg.100"	107	174.5	-0.509164767420644	0.966791718562146	-0.705616239808505
"fig|1185660.4.peg.4003"	108	166	-0.508967386017563	0.966763278582996	-0.620151929183456
"xanmn_pla04_0015"	153	235	-0.508542650595353	0.96670199145434	-0.619129103872348
"xanmn_chr11_0176"	32	66	-0.507813111412053	0.966588109280814	-1.04439411935845
"xanmn_unk06_0002"	432.5	648.5	-0.507450979186761	0.966531688859428	-0.584406441727612
"xanmn_chr07_0014"	7.5	19.5	-0.507202718622075	0.966493051382843	-1.37851162325373
"fig|1185660.4.peg.3830"	3.5	7.5	-0.506797666119279	0.966430084583003	-1.09953567355091
"fig|1185660.4.peg.2086"	52.5	84	-0.50656290503491	0.966393631333378	-0.678071905112638
"xanmn_chr02_0152"	14.5	28.5	-0.50651914969196	0.966386840423785	-0.974909019037169
"fig|1185660.4.peg.593"	14	23.5	-0.506004271776228	0.966307009049463	-0.747233929620033
"fig|1185660.4.peg.3738"	587.5	912	-0.505782675805348	0.96627269533615	-0.63444497271238
"fig|1185660.4.peg.785"	10.5	22	-0.504910944448005	0.966129572116093	-1.06711419585854
"xanmn_chr02_0280"	2	5	-0.504377267699384	0.966042082513005	-1.32192809488736
"xanmn_chr05_0302"	2	5	-0.504377267699384	0.966042082513005	-1.32192809488736
"xanmn_chr16_0004"	348	507	-0.504214589152048	0.966015446053845	-0.542898441154612
"fig|1185660.4.peg.1353"	144	216	-0.504076448952264	0.965992839382426	-0.584962500721156
"fig|1185660.4.peg.3389"	5	10.5	-0.503880173868196	0.965960737797112	-1.0703893278914
"fig|1185660.4.peg.1101"	49.5	82.5	-0.503768779147375	0.965942528585295	-0.736965594166206
"xanmn_chr04_0411"	1.75	6	-0.503695265075981	0.965930515461525	-1.77760757866355
"fig|1185660.4.peg.2594"	201	363.5	-0.50324576343951	0.965857128661172	-0.854759862740666
"fig|1185660.4.peg.4036"	64.5	117.5	-0.503147794783012	0.965841149409229	-0.865289691141746
"xanmn_chr05_0109"	88.5	155.5	-0.503103214505592	0.96583387992785	-0.813165220047605
"xanmn_chr15_0110"	7.5	17.5	-0.502868923212872	0.965794713256276	-1.22239242133645
"xanmn_pla02_0001"	67	113	-0.50243783529536	0.96572078680066	-0.754089771957415
"fig|1185660.4.peg.3983"	5	12	-0.502312873403359	0.965699378220407	-1.26303440583379
"fig|1185660.4.peg.569"	6	10.5	-0.502290710628155	0.965695582254184	-0.807354922057604
"fig|1185660.4.peg.70"	13.5	26	-0.500934081573091	0.965463783908533	-0.945552215977624
"fig|1185660.4.peg.464"	2	5.5	-0.50073613088768	0.965430053334138	-1.4594316186373
"fig|1185660.4.peg.535"	15.5	32	-0.500560737906545	0.965400186077507	-1.04580368961312
"fig|1185660.4.peg.774"	92	158.5	-0.499653862725608	0.96524203995078	-0.784777074082394
"fig|1185660.4.peg.2456"	3	5.5	-0.498556136016468	0.965048006515206	-0.874469117916141
"fig|1185660.4.peg.4236"	171.5	241	-0.498040625236659	0.964957141414122	-0.490824570057149
"fig|1185660.4.peg.4499"	4.5	12	-0.497733974289674	0.964903167841763	-1.41503749927884
"fig|1185660.4.peg.1044"	352	485.5	-0.497619486573925	0.96488303166342	-0.463895866781895
"fig|1185660.4.peg.1803"	29	55.5	-0.497365439827946	0.964838165085292	-0.936434871222534
"fig|1185660.4.peg.1155"	13	33.5	-0.49722733031709	0.964813216280344	-1.36564947231668
"xanmn_chr11_0231"	44	93	-0.496854218824635	0.964745875524108	-1.07972719247073
"fig|1185660.4.peg.1798"	565	733	-0.49655971841922	0.964692784595099	-0.375562330831262
"fig|1185660.4.peg.1050"	62.5	119.5	-0.495546539477393	0.964510549198049	-0.935082523318662
"xanmn_unk10_0017"	287	422.5	-0.495432245946306	0.964490032058037	-0.557900604493859
"xanmn_chr03_0101"	166	234	-0.494644916488044	0.964348917481645	-0.49532528823648
"fig|1185660.4.peg.3118"	36	64	-0.494471258282523	0.964317298116731	-0.830074998557688
"xanmn_chr03_0168"	119.5	190	-0.494162056522033	0.964260893896746	-0.668988800350199
"xanmn_chr04_0225"	32.5	57.5	-0.493854782717351	0.964204901313579	-0.823122237915921
"fig|1185660.4.peg.1128"	505	663.5	-0.49380451276692	0.964195746615938	-0.393813077731036
"xanmn_chr01_0015"	118	179	-0.49350509305832	0.964141252128682	-0.601172727902415
"fig|1185660.4.peg.4035"	17	34.5	-0.492187849029917	0.9639021836526	-1.02106161552783
"fig|1185660.4.peg.3883"	60	106	-0.490853770451203	0.963659563410577	-0.821029858954681
"fig|1185660.4.peg.4030"	4.5	10	-0.490463501240481	0.963588630021754	-1.15200309344505
"fig|1185660.4.peg.1725"	156	239	-0.490441344499155	0.963584605790127	-0.6154645891185
"xanmn_chr03_0833"	67.5	115	-0.490192023348573	0.963539343898757	-0.768674453893544
"fig|1185660.4.peg.734"	2.5	6	-0.489994035943669	0.963503428897314	-1.26303440583379
"xanmn_chr04_0218"	19	32	-0.48945690400297	0.963406116377779	-0.752072486556414
"fig|1185660.4.peg.4343"	961	1223.5	-0.489209748337704	0.963361399536173	-0.348405765305639
"fig|1185660.4.peg.1047"	31	54	-0.4880216487116	0.963146944865398	-0.800691191776593
"fig|1185660.4.peg.2313"	215.5	325.5	-0.487745403594819	0.963097206625857	-0.594969674076537
"ttgC"	3.5	7	-0.487276436798541	0.963012876825445	-1
"xanmn_chr10_0046"	3.5	7	-0.487276436798541	0.963012876825445	-1
"fig|1185660.4.peg.1149"	221	329	-0.487140730379049	0.962988499406681	-0.57404121434381
"xanmn_chr04_0313"	280	386.5	-0.486820727674485	0.962931061206861	-0.465041586979881
"fig|1185660.4.peg.301"	748.5	896	-0.486517775564262	0.962876741635158	-0.259496415999187
"fig|1185660.4.peg.2340"	112.5	180.5	-0.486275397743027	0.962833323763342	-0.682073835670134
"fig|1185660.4.peg.3864"	44.5	75	-0.486200751959123	0.96282006765974	-0.753085259529483
"fig|1185660.4.peg.149"	546	670	-0.485878554578878	0.962762999199573	-0.295260144425282
"xanmn_chr02_0295"	2.5	5	-0.484989084802164	0.962605781271964	-1
"fig|1185660.4.peg.2351"	6.5	16.5	-0.484263843490524	0.96247794598632	-1.34395440121736
"fig|1185660.4.peg.692"	7	13.5	-0.483712174189306	0.962380917972435	-0.947532580105864
"fig|1185660.4.peg.1367"	88.5	135	-0.483543719997641	0.962351326616898	-0.609210046967833
"fig|1185660.4.peg.4506"	5.5	12	-0.483499837066366	0.962343620760484	-1.12553088208386
"fig|1185660.4.peg.2124"	16.5	28.5	-0.483289382413914	0.962307257470617	-0.788495894806288
"fig|1185660.4.peg.4486"	1.5	3.5	-0.482785464068005	0.962220484716872	-1.22239242133645
"xanmn_chr06_0470"	1.5	3.5	-0.482785464068005	0.962220484716872	-1.22239242133645
"xanmn_chr15_0342"	1.5	3.5	-0.482785464068005	0.962220484716872	-1.22239242133645
"fig|1185660.4.peg.4183"	29	58	-0.482748627210708	0.96221414742279	-1
"fig|1185660.4.peg.1402"	144	213	-0.48239544082483	0.962153426890724	-0.564784618783526
"fig|1185660.4.peg.1626"	345.5	503	-0.481802272055717	0.962051612914638	-0.541872689417268
"fig|1185660.4.peg.3080"	41	79	-0.481253868220806	0.961957665928731	-0.946228743559019
"fig|1185660.4.peg.1879"	22	45	-0.481093881841019	0.961930291801969	-1.03242147769238
"fig|1185660.4.peg.4180"	12	21	-0.480949850761062	0.961905660449704	-0.807354922057604
"fig|1185660.4.peg.2994"	29.5	52.5	-0.48091989249141	0.961900538681868	-0.831602468304281
"xanmn_chr03_0784"	120	201.5	-0.479937256303462	0.961736243442733	-0.747745432919449
"fig|1185660.4.peg.2143"	2	4.5	-0.479640913162957	0.961687121502651	-1.16992500144231
"xanmn_chr02_0308"	2.25	7.5	-0.478954410515252	0.961573516930516	-1.73696559416621
"xanmn_chr15_0353"	1.5	4.5	-0.477836435451987	0.961389478480087	-1.58496250072116
"fig|1185660.4.peg.1505"	177	248.5	-0.477041554905385	0.961263703365075	-0.489496491479289
"fig|1185660.4.peg.1806"	15.5	27.5	-0.47684803754132	0.961233134228179	-0.827163403137784
"fig|1185660.4.peg.1663"	1098	1568.5	-0.475491061670034	0.961019341511925	-0.514507474838404
"fig|1185660.4.peg.105"	10.5	18	-0.475397304315995	0.961004606264527	-0.777607578663552
"fig|1185660.4.peg.2291"	42	75.5	-0.474789227208485	0.960911321893512	-0.846087316546319
"fig|1185660.4.peg.1513"	35	65.5	-0.474520320317457	0.960870966625635	-0.904139984592484
"fig|1185660.4.peg.2105"	20	37.5	-0.47437610739754	0.960849339515354	-0.906890595608519
"fig|1185660.4.peg.3403"	9.5	23	-0.473830856824203	0.96076766557849	-1.27563444261343
"fig|1185660.4.peg.4562"	19.5	44	-0.473030308290936	0.960648022867844	-1.17402939977505
"fig|1185660.4.peg.2102"	9.5	17.5	-0.472552108585879	0.960576709790726	-0.881355503501381
"fig|1185660.4.peg.2603"	430.5	601	-0.47220116910388	0.960525489387777	-0.481351753314341
"fig|1185660.4.peg.406"	868	355.5	1.26070339055785	0.960383839784896	1.28784548282506
"xanmn_chr10_0261"	94.5	165	-0.470655162463048	0.960308719954753	-0.804079790024743
"fig|1185660.4.peg.784"	31.5	67	-0.47057523800775	0.96029754425881	-1.08880926695786
"xanmn_chr03_0786"	35	63	-0.470548002035753	0.960293736588587	-0.84799690655495
"fig|1185660.4.peg.1691"	12.5	21	-0.470274691037618	0.960255546240556	-0.748461233004036
"xanmn_pla04_0063"	8.5	14.5	-0.469611381997785	0.960163006686519	-0.770518153877233
"fig|1185660.4.peg.415"	108	181.5	-0.468869981132347	0.960065441314645	-0.748938235832282
"fig|1185660.4.peg.3879"	74	118.5	-0.468803107225774	0.960056706512068	-0.679289883269309
"xanmn_chr04_0338"	63	104	-0.46816178342568	0.959973039101722	-0.723159794641176
"fig|1185660.4.peg.3228"	52.5	97	-0.468119243341706	0.959967495682699	-0.885667324521005
"fig|1185660.4.peg.3495"	126.5	195	-0.467796614660123	0.959925479579	-0.624336739055301
"xanmn_chr06_0499"	0.75	2.75	-0.467377201492593	0.959870927236261	-1.87446911791614
"fig|1185660.4.peg.2103"	19	31.5	-0.467164606827223	0.959843304751211	-0.729352410056331
"fig|1185660.4.peg.73"	181.5	270.5	-0.46684169098035	0.959801385896648	-0.575659045831064
"fig|1185660.4.peg.329"	2.5	5.5	-0.465845372227857	0.959679695342602	-1.13750352374993
"fig|1185660.4.peg.401"	10.5	19.5	-0.465752133012274	0.959668394502913	-0.893084796083488
"fig|1185660.4.peg.4022"	76	120.5	-0.465193712731489	0.959600786396136	-0.664961822786376
"fig|1185660.4.peg.2006"	86.5	163	-0.464942620449138	0.959570427800799	-0.914099926594353
"xanmn_chr10_0107"	35.5	66.5	-0.464840064391953	0.959558035489062	-0.905535315996507
"fig|1185660.4.peg.658"	54.5	83.5	-0.464739445231031	0.95954588135759	-0.615519967697126
"ygiX"	7.5	14.5	-0.462805369928527	0.959323158850838	-0.951090399519053
"fig|1185660.4.peg.2458"	4.5	8	-0.462704189784667	0.959311898362756	-0.830074998557688
"fig|1185660.4.peg.482"	4.5	8	-0.462704189784667	0.959311898362756	-0.830074998557688
"xanmn_chr03_0782"	52.5	88.5	-0.462605613030824	0.959300931272765	-0.753360032416875
"xanmn_chr15_0371"	45.5	78.5	-0.46139359449357	0.95916638375916	-0.786826108692931
"xanmn_chr09_0122"	2.75	10	-0.459676465587781	0.958986483231659	-1.86249647625006
"fig|1185660.4.peg.1489"	8.5	19	-0.459395664682276	0.958957389064616	-1.16046467219325
"fig|1185660.4.peg.908"	8.5	19	-0.459395664682276	0.958957389064616	-1.16046467219325
"fig|1185660.4.peg.2596"	582	851	-0.459376257842395	0.958955379300602	-0.548139978777679
"fig|1185660.4.peg.1191"	4	11.5	-0.459180774256618	0.958935142346726	-1.52356195605701
"fig|1185660.4.peg.1690"	10	18.5	-0.459170867231924	0.958934117097226	-0.887525270741587
"xanmn_chr03_0054"	3.5	6.5	-0.459161550435448	0.958933152959603	-0.893084796083488
"xanmn_chr15_0332"	3.5	6.5	-0.459161550435448	0.958933152959603	-0.893084796083488
"xanmn_chr15_0351"	3.5	6.5	-0.459161550435448	0.958933152959603	-0.893084796083488
"fig|1185660.4.peg.771"	287.5	442	-0.458092320542344	0.958824299244351	-0.620484413559694
"fig|1185660.4.peg.414"	139	213.5	-0.457560773876498	0.958772349661146	-0.619151186896983
"fig|1185660.4.peg.3506"	5.5	11.5	-0.457458038360438	0.958762319616831	-1.06413033741972
"fig|1185660.4.peg.1559"	219.5	297.5	-0.457396684426385	0.958756331281332	-0.438668728659948
"fig|1185660.4.peg.1863"	5	8	-0.455809818428523	0.958601871655545	-0.678071905112638
"fig|1185660.4.peg.3911"	71	122	-0.455339321082393	0.958557001678941	-0.780990218058204
"fig|1185660.4.peg.3186"	86.5	123	-0.454967601397435	0.958522062989899	-0.507886277702515
"fig|1185660.4.peg.2956"	39.5	73.5	-0.454658751297305	0.958493066309703	-0.895891596659261
"xanmn_chr03_0057"	6	11	-0.45431742297385	0.958461054920007	-0.874469117916141
"xanmn_chr03_0973"	7	13.5	-0.454277480815479	0.958457311322273	-0.947532580105864
"fig|1185660.4.peg.188"	181	256.5	-0.454134996146255	0.958443960916331	-0.502969128523849
"xanmn_chr04_0398"	82.5	121.5	-0.453655862879108	0.958399113709351	-0.558490289359965
"fig|1185660.4.peg.613"	42	72	-0.453604194852781	0.958394281796483	-0.777607578663552
"fig|1185660.4.peg.1107"	27.5	45.5	-0.453081716128863	0.958345466813865	-0.726434926674037
"fig|1185660.4.peg.3741"	39.5	71	-0.453078449832755	0.958345161910514	-0.845966371327579
"fig|1185660.4.peg.1736"	2	4	-0.452563267266487	0.958297111106126	-1
"fig|1185660.4.peg.2476"	2	4	-0.452563267266487	0.958297111106126	-1
"fig|1185660.4.peg.3066"	3	7	-0.452413589164055	0.958283165899456	-1.22239242133645
"fig|1185660.4.peg.676"	3	7	-0.452413589164055	0.958283165899456	-1.22239242133645
"fig|1185660.4.peg.2558"	436.5	547	-0.452212974328839	0.958264485859183	-0.325559179163116
"fig|1185660.4.peg.170"	58	101	-0.452163711612957	0.958259900710358	-0.800230487624223
"xanmn_chr03_0903"	39	87	-0.45125814609759	0.958175747825299	-1.15754127698648
"fig|1185660.4.peg.1703"	6.5	12	-0.450536268302902	0.958108845008858	-0.884522782580064
"fig|1185660.4.peg.2729"	6.5	12	-0.450536268302902	0.958108845008858	-0.884522782580064
"xanmn_chr01_0100"	964	1290	-0.449582887974654	0.95801913859324	-0.420266014080655
"fig|1185660.4.peg.4498"	10.5	18.5	-0.449435387447896	0.958005010017448	-0.81713594285019
"xanmn_chr03_0934"	12.5	24.5	-0.448159046492608	0.957883040448892	-0.970853654340484
"fig|1185660.4.peg.150"	18	32.5	-0.447867188005388	0.957855221925929	-0.852442811586142
"fig|1185660.4.peg.937"	1413.5	1784	-0.446956422717804	0.9577665313821	-0.335843732089129
"fig|1185660.4.peg.825"	307.5	428	-0.446833808064682	0.957754020422978	-0.477024386174545
"fig|1185660.4.peg.67"	47	71	-0.446778964174014	0.957748426075026	-0.595158267827045
"fig|1185660.4.peg.2054"	15.5	31	-0.446560874572216	0.957726189858964	-1
"fig|1185660.4.peg.2494"	15.5	31	-0.446560874572216	0.957726189858964	-1
"fig|1185660.4.peg.2659"	102.5	155	-0.446450140169313	0.957714905594863	-0.596644305768792
"fig|1185660.4.peg.2790"	12.5	26	-0.445674414019922	0.957635971357066	-1.05658352836637
"xanmn_chr13_0258"	44.5	75	-0.444901279116182	0.957557500956298	-0.753085259529483
"fig|1185660.4.peg.935"	12	23	-0.444403656184334	0.957506521877649	-0.938599455335857
