#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
fig|1185660.4.peg.298	lcl|xanmn_chr02_0227-xanmn_chr02_0227	933	996	100	94	933	100.000	1683
fig|1185660.4.peg.300	lcl|xanmn_chr02_0228-xanmn_chr02_0228	888	888	100	100	888	100.000	1602
fig|1185660.4.peg.301	lcl|gvpU-xanmn_chr02_0229	459	459	100	100	459	100.000	829
fig|1185660.4.peg.302	lcl|xanmn_chr02_0230-xanmn_chr02_0230	1581	1581	100	100	1581	100.000	2852
fig|1185660.4.peg.303	lcl|xanmn_chr02_0231-xanmn_chr02_0231	378	753	100	50	378	100.000	682
fig|1185660.4.peg.306	lcl|add-xanmn_chr02_0233	1557	1431	92	100	1431	100.000	2581
fig|1185660.4.peg.307	lcl|xanmn_chr02_0234-xanmn_chr02_0234	1494	1314	88	100	1314	100.000	2370
fig|1185660.4.peg.308	lcl|xanmn_chr02_0235-xanmn_chr02_0235	960	960	100	100	960	100.000	1732
fig|1185660.4.peg.309	lcl|xanmn_chr02_0236-xanmn_chr02_0236	1053	1053	100	100	1053	100.000	1900
fig|1185660.4.peg.310	lcl|xanmn_chr02_0237-xanmn_chr02_0237	987	918	93	100	918	100.000	1656
fig|1185660.4.peg.311	lcl|xanmn_chr02_0239-xanmn_chr02_0239	813	813	100	100	813	100.000	1467
fig|1185660.4.peg.312	lcl|xanmn_chr02_0240-xanmn_chr02_0240	735	735	100	100	735	100.000	1326
fig|1185660.4.peg.314	lcl|xanmn_chr02_0242-xanmn_chr02_0242	909	879	96	99	876	100.000	1581
fig|1185660.4.peg.315	lcl|xanmn_chr02_0243-xanmn_chr02_0243	888	888	100	100	888	100.000	1602
fig|1185660.4.peg.318	lcl|xanmn_chr02_0245-xanmn_chr02_0245	423	423	100	100	423	100.000	764
fig|1185660.4.peg.319	lcl|xanmn_chr02_0246-xanmn_chr02_0246	936	777	83	100	777	100.000	1402
fig|1185660.4.peg.320	lcl|xanmn_chr02_0247-xanmn_chr02_0247	1065	882	83	100	882	100.000	1591
fig|1185660.4.peg.321	lcl|xanmn_chr02_0248-xanmn_chr02_0248	1155	1119	97	100	1119	100.000	2019
fig|1185660.4.peg.322	lcl|xanmn_chr02_0249-xanmn_chr02_0249	879	879	100	100	879	100.000	1586
fig|1185660.4.peg.324	lcl|xanmn_chr02_0250-xanmn_chr02_0250	393	393	100	100	393	100.000	710
fig|1185660.4.peg.325	lcl|purU-xanmn_chr02_0251	993	879	89	100	879	100.000	1586
fig|1185660.4.peg.326	lcl|xanmn_chr02_0252-xanmn_chr02_0252	684	657	96	100	657	100.000	1186
fig|1185660.4.peg.327	lcl|xanmn_chr02_0253-xanmn_chr02_0253	1380	1380	100	100	1380	100.000	2489
fig|1185660.4.peg.329	lcl|acrA-xanmn_chr02_0254	1224	1224	100	100	1224	100.000	2208
fig|1185660.4.peg.330	lcl|xanmn_chr02_0255-xanmn_chr02_0255	3150	3150	100	100	3150	100.000	5681
fig|1185660.4.peg.331	lcl|smeC-xanmn_chr02_0256	1449	1452	100	99	1449	100.000	2614
fig|1185660.4.peg.332	lcl|xanmn_chr02_0257-xanmn_chr02_0257	1959	1842	94	100	1842	100.000	3323
fig|1185660.4.peg.334	lcl|xanmn_chr02_0259-xanmn_chr02_0259	900	900	100	100	900	100.000	1624
fig|1185660.4.peg.335	lcl|xanmn_chr02_0260-xanmn_chr02_0260	666	666	100	100	666	100.000	1202
fig|1185660.4.peg.336	lcl|xanmn_chr02_0261-xanmn_chr02_0261	915	915	100	100	915	100.000	1651
fig|1185660.4.peg.337	lcl|xanmn_chr02_0263-xanmn_chr02_0263	543	543	100	100	543	100.000	980
fig|1185660.4.peg.338	lcl|xanmn_chr02_0264-xanmn_chr02_0264	1047	1047	100	100	1047	100.000	1889
fig|1185660.4.peg.339	lcl|xanmn_chr02_0265-xanmn_chr02_0265	1029	1029	100	100	1029	100.000	1856
fig|1185660.4.peg.341	lcl|kdgT-xanmn_chr02_0267	870	750	82	95	710	100.000	1281
fig|1185660.4.peg.342	lcl|xanmn_chr02_0268-xanmn_chr02_0268	984	1224	100	80	984	100.000	1775
fig|1185660.4.peg.345	lcl|xanmn_chr02_0270-xanmn_chr02_0270	879	831	95	100	831	100.000	1499
fig|1185660.4.peg.346	lcl|xanmn_chr02_0271-xanmn_chr02_0271	432	516	100	84	432	100.000	780
fig|1185660.4.peg.347	lcl|xanmn_chr02_0276-xanmn_chr02_0276	432	333	77	100	333	100.000	601
fig|1185660.4.peg.348	lcl|xanmn_chr02_0277-xanmn_chr02_0277	825	792	96	100	792	100.000	1429
fig|1185660.4.peg.351	lcl|xanmn_chr02_0033-xanmn_chr02_0033	636	636	100	100	636	100.000	1148
fig|1185660.4.peg.352	lcl|xanmn_chr02_0034-xanmn_chr02_0034	819	819	100	100	819	100.000	1478
fig|1185660.4.peg.353	lcl|xanmn_chr02_0035-xanmn_chr02_0035	474	474	100	100	474	100.000	856
fig|1185660.4.peg.354	lcl|proP-xanmn_chr02_0036	1491	1491	100	100	1491	100.000	2690
fig|1185660.4.peg.355	lcl|xanmn_chr02_0037-xanmn_chr02_0037	330	330	100	100	330	100.000	596
fig|1185660.4.peg.356	lcl|xanmn_chr02_0038-xanmn_chr02_0038	366	399	100	92	366	100.000	661
fig|1185660.4.peg.357	lcl|xanmn_chr02_0039-xanmn_chr02_0039	243	333	100	73	243	100.000	439
fig|1185660.4.peg.358	lcl|xanmn_chr02_0040-xanmn_chr02_0040	3120	3339	98	91	3042	100.000	5487
fig|1185660.4.peg.359	lcl|mutT-xanmn_chr02_0041	471	375	80	100	375	100.000	677
fig|1185660.4.peg.360	lcl|xanmn_chr02_0042-xanmn_chr02_0042	657	657	100	100	657	100.000	1186
fig|1185660.4.peg.362	lcl|xanmn_chr02_0043-xanmn_chr02_0043	231	231	100	100	231	100.000	417
fig|1185660.4.peg.363	lcl|xanmn_chr02_0044-xanmn_chr02_0044	441	441	100	100	441	100.000	796
fig|1185660.4.peg.365	lcl|xanmn_chr02_0046-xanmn_chr02_0046	1515	1281	85	100	1281	100.000	2311
fig|1185660.4.peg.366	lcl|xanmn_chr02_0048-xanmn_chr02_0048	174	222	100	78	174	100.000	315
fig|1185660.4.peg.367	lcl|xanmn_chr02_0049-xanmn_chr02_0049	618	618	100	100	618	100.000	1115
fig|1185660.4.peg.368	lcl|xanmn_chr02_0050-xanmn_chr02_0050	660	375	57	100	375	100.000	677
fig|1185660.4.peg.370	lcl|xanmn_chr02_0052-xanmn_chr02_0052	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.371	lcl|xanmn_chr02_0053-xanmn_chr02_0053	1041	942	90	100	942	100.000	1700
fig|1185660.4.peg.373	lcl|xanmn_chr02_0055-xanmn_chr02_0055	1095	1008	92	100	1008	100.000	1819
fig|1185660.4.peg.374	lcl|xanmn_chr02_0056-xanmn_chr02_0056	912	912	100	100	912	100.000	1645
fig|1185660.4.peg.375	lcl|xanmn_chr02_0057-xanmn_chr02_0057	738	738	100	100	738	100.000	1332
fig|1185660.4.peg.376	lcl|xanmn_chr02_0058-xanmn_chr02_0058	900	900	100	100	900	100.000	1624
fig|1185660.4.peg.378	lcl|xanmn_chr02_0059-xanmn_chr02_0059	600	663	100	90	600	100.000	1083
fig|1185660.4.peg.380	lcl|xanmn_chr02_0060-xanmn_chr02_0060	2496	2496	100	100	2496	100.000	4502
fig|1185660.4.peg.381	lcl|xanmn_chr02_0061-xanmn_chr02_0061	1002	1311	100	76	1002	100.000	1808
fig|1185660.4.peg.382	lcl|xanmn_chr02_0062-xanmn_chr02_0062	2052	2148	100	96	2052	100.000	3701
fig|1185660.4.peg.384	lcl|xanmn_chr02_0063-xanmn_chr02_0063	1149	1158	100	99	1149	100.000	2073
fig|1185660.4.peg.385	lcl|xanmn_chr02_0064-xanmn_chr02_0064	786	786	100	100	786	100.000	1418
fig|1185660.4.peg.386	lcl|xanmn_chr02_0065-xanmn_chr02_0065	1425	1110	78	100	1110	100.000	2003
fig|1185660.4.peg.392	lcl|ilvD-xanmn_chr03_0001	1839	1839	100	100	1839	100.000	3317
fig|1185660.4.peg.393	lcl|glgA-xanmn_chr03_0089	1830	1584	87	100	1584	100.000	2857
fig|1185660.4.peg.394	lcl|glgB2-xanmn_chr03_0090	2160	2232	100	97	2160	100.000	3896
fig|1185660.4.peg.395	lcl|glgZ-xanmn_chr03_5020	1485	1575	98	93	1461	100.000	2636
fig|1185660.4.peg.396	lcl|malQ-xanmn_chr03_5021	1551	1908	100	81	1551	100.000	2798
fig|1185660.4.peg.397	lcl|glgY-xanmn_chr03_0091	2610	2610	100	100	2610	100.000	4708
fig|1185660.4.peg.399	lcl|glgX-xanmn_chr03_0093	2163	2163	100	100	2163	100.000	3901
fig|1185660.4.peg.400	lcl|xanmn_chr03_0094-xanmn_chr03_0094	633	633	100	100	633	100.000	1142
fig|1185660.4.peg.401	lcl|xanmn_chr03_0096-xanmn_chr03_0096	759	759	100	100	759	100.000	1370
fig|1185660.4.peg.403	lcl|xanmn_chr03_0097-xanmn_chr03_0097	1410	1410	100	100	1410	100.000	2544
fig|1185660.4.peg.404	lcl|xanmn_chr03_0098-xanmn_chr03_0098	432	432	100	100	432	100.000	780
fig|1185660.4.peg.405	lcl|xanmn_chr03_0099-xanmn_chr03_0099	873	873	100	100	873	100.000	1575
fig|1185660.4.peg.406	lcl|xanmn_chr03_0100-xanmn_chr03_0100	594	618	100	96	594	100.000	1072
fig|1185660.4.peg.407	lcl|xanmn_chr03_0102-xanmn_chr03_0102	666	813	100	82	666	100.000	1202
fig|1185660.4.peg.408	lcl|xanmn_chr03_0103-xanmn_chr03_0103	3096	3096	100	100	3096	100.000	5584
fig|1185660.4.peg.409	lcl|xanmn_chr03_0104-xanmn_chr03_0104	924	807	87	100	807	100.000	1456
fig|1185660.4.peg.410	lcl|xanmn_chr03_0105-xanmn_chr03_0105	336	336	100	100	336	100.000	607
fig|1185660.4.peg.411	lcl|xanmn_chr03_0106-xanmn_chr03_0106	1341	1293	96	100	1293	100.000	2333
fig|1185660.4.peg.412	lcl|xanmn_chr03_0107-xanmn_chr03_0107	933	669	72	100	669	100.000	1207
fig|1185660.4.peg.413	lcl|xanmn_chr03_0108-xanmn_chr03_0108	384	384	100	100	384	100.000	693
fig|1185660.4.peg.414	lcl|pdhB-xanmn_chr03_0109	1071	1071	100	100	1071	100.000	1932
fig|1185660.4.peg.415	lcl|pdhA-xanmn_chr03_0110	1089	1089	100	100	1089	100.000	1965
fig|1185660.4.peg.416	lcl|xanmn_chr03_0111-xanmn_chr03_0111	2910	2952	100	99	2910	100.000	5249
fig|1185660.4.peg.417	lcl|xanmn_chr03_0112-xanmn_chr03_0112	357	357	100	100	357	100.000	645
fig|1185660.4.peg.419	lcl|xanmn_chr03_0113-xanmn_chr03_0113	897	897	100	100	897	100.000	1618
fig|1185660.4.peg.420	lcl|xanmn_chr03_0114-xanmn_chr03_0114	1521	1425	94	100	1425	100.000	2571
fig|1185660.4.peg.421	lcl|xanmn_chr03_0115-xanmn_chr03_0115	591	591	100	100	591	100.000	1067
fig|1185660.4.peg.423	lcl|xanmn_chr03_0117-xanmn_chr03_0117	450	489	100	92	450	100.000	812
fig|1185660.4.peg.424	lcl|xanmn_chr03_0118-xanmn_chr03_0118	1116	1071	96	100	1071	100.000	1932
fig|1185660.4.peg.425	lcl|xanmn_chr03_0119-xanmn_chr03_0119	483	456	94	100	456	100.000	823
fig|1185660.4.peg.426	lcl|hmgA-xanmn_chr03_0120	1293	1314	100	98	1293	100.000	2333
fig|1185660.4.peg.428	lcl|xanmn_chr03_0121-xanmn_chr03_0121	552	552	100	100	552	100.000	996
fig|1185660.4.peg.429	lcl|xanmn_chr03_0122-xanmn_chr03_0122	648	648	100	100	648	100.000	1169
fig|1185660.4.peg.431	lcl|xanmn_chr03_0124-xanmn_chr03_0124	420	420	100	100	420	100.000	758
fig|1185660.4.peg.432	lcl|mrpF-xanmn_chr03_0125	285	285	100	100	285	100.000	515
fig|1185660.4.peg.433	lcl|mrpE-xanmn_chr03_0126	507	507	100	100	507	100.000	915
fig|1185660.4.peg.434	lcl|xanmn_chr03_0127-xanmn_chr03_0127	1539	1539	100	100	1539	100.000	2776
fig|1185660.4.peg.435	lcl|mrpC-xanmn_chr03_0128	375	375	100	100	375	100.000	677
fig|1185660.4.peg.436	lcl|xanmn_chr03_0129-xanmn_chr03_0129	2817	2829	100	99	2817	100.000	5081
fig|1185660.4.peg.437	lcl|xanmn_chr03_0130-xanmn_chr03_0130	486	486	100	100	486	100.000	877
fig|1185660.4.peg.438	lcl|xanmn_chr03_0131-xanmn_chr03_0131	1668	1599	96	100	1600	99.938	2877
fig|1185660.4.peg.440	lcl|xanmn_chr03_0132-xanmn_chr03_0132	1755	1755	100	100	1755	100.000	3166
fig|1185660.4.peg.441	lcl|xanmn_chr03_0133-xanmn_chr03_0133	537	537	100	100	537	100.000	969
fig|1185660.4.peg.442	lcl|xanmn_chr03_0134-xanmn_chr03_0134	432	579	100	75	432	100.000	780
fig|1185660.4.peg.443	lcl|xanmn_chr03_0136-xanmn_chr03_0136	672	756	100	89	672	100.000	1213
fig|1185660.4.peg.444	lcl|hemH-xanmn_chr03_0137	927	927	100	100	927	100.000	1673
fig|1185660.4.peg.445	lcl|xanmn_chr03_0138-xanmn_chr03_0138	330	408	100	81	330	100.000	596
fig|1185660.4.peg.446	lcl|xanmn_chr03_0139-xanmn_chr03_0139	1422	840	59	100	840	100.000	1516
fig|1185660.4.peg.447	lcl|xanmn_chr03_0141-xanmn_chr03_0141	492	492	100	100	492	100.000	888
fig|1185660.4.peg.448	lcl|xanmn_chr03_0142-xanmn_chr03_0142	930	930	100	100	930	100.000	1678
fig|1185660.4.peg.449	lcl|trpE-xanmn_chr03_0144	1476	1476	100	100	1476	100.000	2663
fig|1185660.4.peg.450	lcl|xanmn_chr03_0145-xanmn_chr03_0145	1080	1077	99	100	1077	100.000	1943
fig|1185660.4.peg.451	lcl|xanmn_chr03_0146-xanmn_chr03_0146	783	783	100	100	783	100.000	1413
fig|1185660.4.peg.452	lcl|trpG-xanmn_chr03_0147	579	579	100	100	579	100.000	1045
fig|1185660.4.peg.453	lcl|xanmn_chr03_0148-xanmn_chr03_0148	633	633	100	100	633	100.000	1142
fig|1185660.4.peg.454	lcl|xanmn_chr03_0149-xanmn_chr03_0149	1080	798	74	100	798	100.000	1440
fig|1185660.4.peg.455	lcl|xanmn_chr03_0150-xanmn_chr03_0150	717	717	100	100	717	100.000	1294
fig|1185660.4.peg.456	lcl|clp-xanmn_chr03_0152	693	522	75	100	522	100.000	942
fig|1185660.4.peg.457	lcl|xanmn_chr03_0153-xanmn_chr03_0153	795	795	100	100	795	100.000	1434
fig|1185660.4.peg.458	lcl|sugE-xanmn_chr03_0154	453	315	69	100	315	99.683	560
fig|1185660.4.peg.459	lcl|xanmn_chr03_0155-xanmn_chr03_0155	654	654	100	100	654	100.000	1180
fig|1185660.4.peg.460	lcl|rplM-xanmn_chr03_0156	429	429	100	100	429	100.000	774
fig|1185660.4.peg.461	lcl|rpsI-xanmn_chr03_0157	393	393	100	100	393	100.000	710
fig|1185660.4.peg.462	lcl|nudH-xanmn_chr03_0158	618	618	100	100	618	100.000	1115
fig|1185660.4.peg.463	lcl|xanmn_chr03_0159-xanmn_chr03_0159	210	210	100	100	210	100.000	379
fig|1185660.4.peg.464	lcl|xanmn_chr03_0160-xanmn_chr03_0160	438	438	100	100	438	100.000	791
fig|1185660.4.peg.466	lcl|xanmn_chr03_0161-xanmn_chr03_0161	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.467	lcl|xanmn_chr03_0162-xanmn_chr03_0162	1041	942	90	100	942	100.000	1700
fig|1185660.4.peg.468	lcl|bfr-xanmn_chr03_0163	471	471	100	100	471	100.000	850
fig|1185660.4.peg.469	lcl|xanmn_chr03_0165-xanmn_chr03_0165	2265	2310	100	98	2265	100.000	4085
fig|1185660.4.peg.470	lcl|xanmn_chr03_0166-xanmn_chr03_0166	1656	1656	100	100	1656	100.000	2987
fig|1185660.4.peg.471	lcl|xanmn_chr03_0167-xanmn_chr03_0167	351	312	89	100	312	100.000	563
fig|1185660.4.peg.473	lcl|xanmn_chr03_0169-xanmn_chr03_0169	738	771	100	96	738	100.000	1332
fig|1185660.4.peg.474	lcl|xanmn_chr03_0170-xanmn_chr03_0170	450	450	100	100	450	100.000	812
fig|1185660.4.peg.475	lcl|xanmn_chr03_0171-xanmn_chr03_0171	309	387	100	80	309	100.000	558
fig|1185660.4.peg.478	lcl|xanmn_chr03_0174-xanmn_chr03_0174	1236	891	72	100	891	100.000	1608
fig|1185660.4.peg.479	lcl|xanmn_chr03_0175-xanmn_chr03_0175	891	891	100	100	891	100.000	1608
fig|1185660.4.peg.480	lcl|xanmn_chr03_0177-xanmn_chr03_0177	411	363	88	100	363	100.000	655
fig|1185660.4.peg.481	lcl|xanmn_chr03_0178-xanmn_chr03_0178	345	345	100	100	345	100.000	623
fig|1185660.4.peg.482	lcl|xanmn_chr03_0002-xanmn_chr03_0002	1146	1182	100	97	1146	100.000	2067
fig|1185660.4.peg.485	lcl|xanmn_chr03_0003-xanmn_chr03_0003	546	546	100	100	546	100.000	985
fig|1185660.4.peg.486	lcl|xanmn_chr03_0004-xanmn_chr03_0004	1266	1311	100	97	1266	100.000	2284
fig|1185660.4.peg.487	lcl|aas-xanmn_chr03_0179	1923	1923	100	100	1923	100.000	3469
fig|1185660.4.peg.488	lcl|xanmn_chr03_0180-xanmn_chr03_0180	969	903	93	100	903	100.000	1629
fig|1185660.4.peg.489	lcl|xanmn_chr03_0181-xanmn_chr03_0181	1191	1191	100	100	1191	100.000	2149
fig|1185660.4.peg.491	lcl|xanmn_chr03_0182-xanmn_chr03_0182	2214	2214	100	100	2214	100.000	3993
fig|1185660.4.peg.493	lcl|purD-xanmn_chr03_0183	1296	1296	100	100	1296	100.000	2338
fig|1185660.4.peg.494	lcl|xanmn_chr03_0184-xanmn_chr03_0184	846	846	100	100	846	100.000	1526
fig|1185660.4.peg.495	lcl|purH-xanmn_chr03_0185	1563	1584	100	99	1563	100.000	2819
fig|1185660.4.peg.496	lcl|pgsA1-xanmn_chr03_0186	618	618	100	100	618	100.000	1115
fig|1185660.4.peg.497	lcl|xanmn_chr03_0187-xanmn_chr03_0187	1758	1761	100	100	1761	99.830	3160
fig|1185660.4.peg.498	lcl|xanmn_chr03_0189-xanmn_chr03_0189	1335	1335	100	100	1335	100.000	2408
fig|1185660.4.peg.499	lcl|xanmn_chr03_0190-xanmn_chr03_0190	447	447	100	100	447	100.000	807
fig|1185660.4.peg.500	lcl|xanmn_chr03_0191-xanmn_chr03_0191	1491	1491	100	100	1491	100.000	2690
fig|1185660.4.peg.501	lcl|pgsA2-xanmn_chr03_0192	639	639	100	100	639	100.000	1153
fig|1185660.4.peg.502	lcl|xanmn_chr03_0193-xanmn_chr03_0193	633	633	100	100	633	100.000	1142
fig|1185660.4.peg.503	lcl|xanmn_chr03_0194-xanmn_chr03_0194	975	975	100	100	975	100.000	1759
fig|1185660.4.peg.505	lcl|xanmn_chr03_0195-xanmn_chr03_0195	207	273	100	76	207	100.000	374
fig|1185660.4.peg.507	lcl|xanmn_chr03_0198-xanmn_chr03_0198	378	378	100	100	378	100.000	682
fig|1185660.4.peg.509	lcl|xanmn_chr03_0201-xanmn_chr03_0201	372	408	100	91	372	100.000	672
fig|1185660.4.peg.510	lcl|xanmn_chr03_0202-xanmn_chr03_0202	366	366	100	100	366	100.000	661
fig|1185660.4.peg.511	lcl|accC2-xanmn_chr03_0205	1368	1368	100	100	1368	100.000	2468
fig|1185660.4.peg.512	lcl|xanmn_chr03_0206-xanmn_chr03_0206	330	390	100	85	330	100.000	596
fig|1185660.4.peg.513	lcl|bccP-xanmn_chr03_0207	492	492	100	100	492	100.000	888
fig|1185660.4.peg.517	lcl|xanmn_chr03_0211-xanmn_chr03_0211	1788	1788	100	100	1788	100.000	3225
fig|1185660.4.peg.518	lcl|groES-xanmn_chr03_0213	288	288	100	100	288	100.000	520
fig|1185660.4.peg.520	lcl|groEL-xanmn_chr03_0214	1641	1641	100	100	1641	100.000	2960
fig|1185660.4.peg.521	lcl|xanmn_chr03_0215-xanmn_chr03_0215	1830	1842	100	99	1830	100.000	3301
fig|1185660.4.peg.523	lcl|xanmn_chr03_0216-xanmn_chr03_0216	1377	1377	100	100	1377	100.000	2484
fig|1185660.4.peg.524	lcl|xanmn_chr03_0218-xanmn_chr03_0218	1074	1074	100	100	1074	100.000	1938
fig|1185660.4.peg.525	lcl|xanmn_chr03_0220-xanmn_chr03_0220	1332	2082	100	64	1332	100.000	2403
fig|1185660.4.peg.526	lcl|xanmn_chr03_0221-xanmn_chr03_0221	2373	2373	100	100	2373	100.000	4280
fig|1185660.4.peg.528	lcl|xanmn_chr03_0222-xanmn_chr03_0222	744	834	100	89	744	100.000	1342
fig|1185660.4.peg.529	lcl|glnE-xanmn_chr03_0224	2826	2868	100	99	2826	100.000	5097
fig|1185660.4.peg.530	lcl|xanmn_chr03_0225-xanmn_chr03_0225	552	483	88	100	483	100.000	872
fig|1185660.4.peg.531	lcl|xanmn_chr03_0006-xanmn_chr03_0006	963	993	100	97	963	100.000	1737
fig|1185660.4.peg.533	lcl|x-xanmn_chr03_0226	1875	1875	100	100	1875	100.000	3382
fig|1185660.4.peg.534	lcl|xanmn_chr03_0227-xanmn_chr03_0227	507	507	100	100	507	100.000	915
fig|1185660.4.peg.535	lcl|xanmn_chr03_0228-xanmn_chr03_0228	870	681	78	100	681	100.000	1229
fig|1185660.4.peg.537	lcl|xanmn_chr03_0229-xanmn_chr03_0229	591	591	100	100	591	100.000	1067
fig|1185660.4.peg.538	lcl|xanmn_chr03_0231-xanmn_chr03_0231	561	576	100	97	561	100.000	1012
fig|1185660.4.peg.540	lcl|xanmn_chr03_0234-xanmn_chr03_0234	804	804	100	100	804	100.000	1451
fig|1185660.4.peg.541	lcl|xanmn_chr03_0235-xanmn_chr03_0235	459	537	100	85	459	100.000	829
fig|1185660.4.peg.542	lcl|mdcA-xanmn_chr03_0236	1647	1647	100	100	1647	100.000	2971
fig|1185660.4.peg.543	lcl|mdcC-xanmn_chr03_0237	318	318	100	100	318	100.000	574
fig|1185660.4.peg.544	lcl|mdcD-xanmn_chr03_0238	921	921	100	100	921	100.000	1662
fig|1185660.4.peg.545	lcl|xanmn_chr03_0239-xanmn_chr03_0239	705	705	100	100	705	100.000	1272
fig|1185660.4.peg.547	lcl|xanmn_chr03_0240-xanmn_chr03_0240	870	870	100	100	870	100.000	1570
fig|1185660.4.peg.548	lcl|mdcH-xanmn_chr03_0241	1032	921	89	100	921	100.000	1662
fig|1185660.4.peg.549	lcl|xanmn_chr03_0242-xanmn_chr03_0242	1356	1356	100	100	1356	100.000	2446
fig|1185660.4.peg.550	lcl|xanmn_chr03_0243-xanmn_chr03_0243	720	720	100	100	720	100.000	1299
fig|1185660.4.peg.551	lcl|xanmn_chr03_0244-xanmn_chr03_0244	747	747	100	100	747	100.000	1348
fig|1185660.4.peg.552	lcl|xanmn_chr03_0246-xanmn_chr03_0246	624	624	100	100	624	100.000	1126
fig|1185660.4.peg.553	lcl|xanmn_chr03_0247-xanmn_chr03_0247	420	420	100	100	420	100.000	758
fig|1185660.4.peg.554	lcl|xanmn_chr03_0248-xanmn_chr03_0248	432	432	100	100	432	100.000	780
fig|1185660.4.peg.555	lcl|icfG-xanmn_chr03_0249	2082	1974	95	100	1974	100.000	3561
fig|1185660.4.peg.556	lcl|xanmn_chr03_0251-xanmn_chr03_0251	600	669	100	90	600	100.000	1083
fig|1185660.4.peg.557	lcl|xanmn_chr03_0252-xanmn_chr03_0252	1323	1323	100	100	1323	100.000	2387
fig|1185660.4.peg.558	lcl|xanmn_chr03_0253-xanmn_chr03_0253	1551	1002	65	100	1003	99.900	1801
fig|1185660.4.peg.561	lcl|xanmn_chr03_0258-xanmn_chr03_0258	114	114	100	100	114	100.000	206
fig|1185660.4.peg.563	lcl|xanmn_chr03_0264-xanmn_chr03_0264	1782	1758	99	100	1758	100.000	3171
fig|1185660.4.peg.567	lcl|xanmn_chr03_0266-xanmn_chr03_0266	312	408	100	76	312	100.000	563
fig|1185660.4.peg.569	lcl|xanmn_chr03_0267-xanmn_chr03_0267	735	735	100	100	735	100.000	1326
fig|1185660.4.peg.570	lcl|xanmn_chr03_0268-xanmn_chr03_0268	933	933	100	100	933	100.000	1683
fig|1185660.4.peg.571	lcl|xanmn_chr03_0269-xanmn_chr03_0269	312	279	89	100	279	100.000	504
fig|1185660.4.peg.575	lcl|xanmn_chr03_0272-xanmn_chr03_0272	990	1020	99	97	989	100.000	1784
fig|1185660.4.peg.580	lcl|xanmn_chr03_0274-xanmn_chr03_0274	651	651	100	100	651	100.000	1175
fig|1185660.4.peg.581	lcl|xanmn_chr03_0275-xanmn_chr03_0275	780	792	100	98	780	100.000	1407
fig|1185660.4.peg.582	lcl|xanmn_chr03_0276-xanmn_chr03_0276	975	975	100	100	975	100.000	1759
fig|1185660.4.peg.584	lcl|xanmn_chr03_0278-xanmn_chr03_0278	462	462	100	100	462	100.000	834
fig|1185660.4.peg.586	lcl|xanmn_chr03_0280-xanmn_chr03_0280	621	621	100	100	621	100.000	1121
fig|1185660.4.peg.587	lcl|xanmn_chr03_0281-xanmn_chr03_0281	213	213	100	100	213	100.000	385
fig|1185660.4.peg.588	lcl|xanmn_chr03_0282-xanmn_chr03_0282	240	240	100	100	240	100.000	434
fig|1185660.4.peg.590	lcl|xanmn_chr03_0283-xanmn_chr03_0283	2328	2328	100	100	2328	100.000	4199
fig|1185660.4.peg.592	lcl|xanmn_chr03_0284-xanmn_chr03_0284	1434	1434	100	100	1434	100.000	2587
fig|1185660.4.peg.593	lcl|xanmn_chr03_0285-xanmn_chr03_0285	1092	1092	100	100	1092	100.000	1970
fig|1185660.4.peg.594	lcl|xanmn_chr03_0289-xanmn_chr03_0289	552	534	97	100	534	100.000	964
fig|1185660.4.peg.595	lcl|xanmn_chr03_0290-xanmn_chr03_0290	522	474	91	100	474	100.000	856
fig|1185660.4.peg.596	lcl|xanmn_chr03_0291-xanmn_chr03_0291	900	900	100	100	900	100.000	1624
fig|1185660.4.peg.599	lcl|xanmn_chr03_0293-xanmn_chr03_0293	552	552	100	100	552	100.000	996
fig|1185660.4.peg.600	lcl|xanmn_chr03_0294-xanmn_chr03_0294	885	915	100	97	885	100.000	1597
fig|1185660.4.peg.601	lcl|xanmn_chr03_0295-xanmn_chr03_0295	876	876	100	100	876	100.000	1581
fig|1185660.4.peg.602	lcl|xanmn_chr03_0296-xanmn_chr03_0296	1752	1773	100	99	1752	100.000	3160
fig|1185660.4.peg.603	lcl|xanmn_chr03_0298-xanmn_chr03_0298	2085	1701	82	100	1701	100.000	3068
fig|1185660.4.peg.604	lcl|xanmn_chr03_0301-xanmn_chr03_0301	1773	1377	78	100	1377	100.000	2484
fig|1185660.4.peg.605	lcl|xanmn_chr03_0302-xanmn_chr03_0302	639	1122	100	57	639	100.000	1153
fig|1185660.4.peg.607	lcl|xanmn_chr03_0303-xanmn_chr03_0303	810	960	100	84	810	100.000	1462
fig|1185660.4.peg.608	lcl|xanmn_chr03_0304-xanmn_chr03_0304	696	726	100	96	696	100.000	1256
fig|1185660.4.peg.609	lcl|treA-xanmn_chr03_0306	1674	1674	100	100	1674	100.000	3020
fig|1185660.4.peg.611	lcl|xanmn_chr03_0308-xanmn_chr03_0308	939	828	88	100	828	100.000	1494
fig|1185660.4.peg.612	lcl|xanmn_chr03_0310-xanmn_chr03_0310	642	642	100	100	642	100.000	1159
