ID	MetaCyc
rxn00248	ANAEROBIC-RESPIRATION|ANARESP1-PWY|ASPARTATE-DEG|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLUTAMATE-DEG|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|Gluconeogenesis|MALATE-ASPARTATE-SHUTTLE-PWY|MALATE-OXALOACETATE-SHUTTLE|P105-PWY|P108-PWY|P23-PWY|P42-PWY|PWY-1622|PWY-5088|PWY-5392|PWY-5464|PWY-561|PWY-5690|PWY-5913|PWY-6146|PWY-6728|PWY-6969|PWY-7047|PWY-7048|Pyruvate-Degradation|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS|Transport-Pathways
rxn00249	Energy-Metabolism|MALATE-OXALOACETATE-SHUTTLE|PWY-241|PWY-7048|Photosynthesis|Transport-Pathways
rxn00250	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Gluconeogenesis|P42-PWY|PWY-5750|PWY-6142|PWY-6146|Reductive-TCA-Cycles
rxn00253	CARBOXYLATES-DEG|Degradation|Glycolate-Degradation|PWY-6649
rxn00255	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|GALLATE-DEG|GALLATE-DEGRADATION-I-PWY|GALLATE-DEGRADATION-II-PWY|METHYLGALLATE-DEGRADATION-PWY|P184-PWY|PWY-6338|PWY-6339|Protocatechuate-Degradation
rxn00256	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Amino-Acid-Biosynthesis|Biosynthesis|Carbohydrates-Biosynthesis|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLUTAMINE-SYN|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|IND-AMINO-ACID-SYN|P105-PWY|PWY-5464|PWY-561|PWY-5690|PWY-5750|PWY-5913|PWY-6549|PWY-6728|PWY-6969|REDCITCYC|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn00257	Acetyl-CoA-Biosynthesis|Autotrophic-CO2-Fixation|C1-COMPOUNDS|CO2-Fixation|Degradation|Energy-Metabolism|P23-PWY|PWY-5172|PWY-5173|Reductive-TCA-Cycles
rxn00259	Autotrophic-CO2-Fixation|C1-COMPOUNDS|CO2-Fixation|Degradation|PWY-5392|Reductive-TCA-Cycles
rxn00260	ASPARTATE-DEG|ASPARTATE-DEG1-PWY|ASPARTATE-SYN|ASPARTATESYN-PWY|ASPASN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|GLUTAMATE-DEG|GLUTDEG-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MALATE-ASPARTATE-SHUTTLE-PWY|METHIONINE-SYN|Metabolic-Clusters|P4-PWY|PWY-3001|PWY-5345|PWY-5347|PWY-5913|PWY-6146|PWY0-781|TCA-VARIANTS|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn00270	Betaine-Biosynthesis|Biosynthesis|P541-PWY|PWY-6004|Polyamine-Biosynthesis
rxn00272	Amino-Acid-Biosynthesis|Biosynthesis|GLYCINE-SYN|GLYSYN-ALA-PWY|IND-AMINO-ACID-SYN
rxn00274	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THREOCAT-PWY|THREONINE-DEG|THREONINE-DEG2-PWY
rxn00275	Energy-Metabolism|PWY-181|Photosynthesis
rxn00278	ALANINE-DEG|Amino-Acid-Degradation|Degradation|PWY1-2
rxn00283	ALADEG-PWY|ALANINE-DEG|ALANINE-SYN|ALANINE-VALINESYN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|PWY0-1061
rxn00285	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CO2-Fixation|Degradation|Energy-Metabolism|Fermentation|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|P23-PWY|P42-PWY|PWY-5392|PWY-5464|PWY-5537|PWY-5538|PWY-5690|PWY-5913|PWY-6146|PWY-6728|PWY-6969|Pyruvate-Degradation|Reductive-TCA-Cycles|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn00286	Autotrophic-CO2-Fixation|C1-COMPOUNDS|CO2-Fixation|Degradation|PWY-5743|PWY-7024
rxn00289	CARBOXYLATES-DEG|Degradation|Methyl-Citrate-Cycle|PWY-5747|PWY0-42|Propionate-Degradation
rxn00290	Energy-Metabolism|OTHER-ENERGY|PWY66-368|REDCITCYC|TCA-VARIANTS
rxn00291	ARGININE-DEG|AST-PWY|Amino-Acid-Degradation|Degradation
rxn00293	Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|PWY-5514|PWY-6404|PWY-6981|Polyamine-Biosynthesis|Polysaccharides-Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis|UDPNACETYLGALSYN-PWY|UDPNAGSYN-PWY
rxn00295	Biosynthesis|Cell-Structure-Biosynthesis|PWY-5512|PWY-5514|Polyamine-Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis
rxn00297	Biosynthesis|Cell-Structure-Biosynthesis|ECASYN-PWY|TEICHOICACID-PWY
rxn00299	6-HM-Dihydropterin-PP-Biosynthesis|ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-5663|PWY-5664|PWY-6147|PWY-6612|PWY-6703|PWY-6983|SECONDARY-METABOLITE-BIOSYNTHESIS|Tetrahydrobiopterin-Biosynthesis|Vitamin-Biosynthesis
rxn00300	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY-6168|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn00303	Biosynthesis|Metabolic-Regulators|PPGPPMET-PWY
rxn00309	Amino-Acid-Degradation|Degradation|LYSINE-DEG|PWY-5314|PWY-5327
rxn00310	Amino-Acid-Degradation|Degradation|LYSINE-DEG|PWY-5311|PWY-5327
rxn00311	AEROBACTINSYN-PWY|Biosynthesis|Siderophores-Biosynthesis
rxn00312	Amino-Acid-Degradation|Degradation|LYSINE-DEG|PWY-5280|PWY-5327
rxn00313	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY-2941|PWY-2942|PWY-5097|PWY-724|PWY0-781
rxn00315	Amino-Acid-Degradation|Degradation|LYSINE-DEG|PWY-5324|PWY-5327
rxn00317	Amino-Acid-Degradation|Degradation|LYSINE-DEG|PWY-5298|PWY-5327
rxn00320	Amino-Acid-Degradation|Degradation|LYSINE-DEG|PWY-5283|PWY-5327
rxn00321	Amino-Acid-Degradation|Degradation|Energy-Metabolism|Fermentation|LYSINE-DEG|P163-PWY|PWY-5327
rxn00322	ALKALOIDS-SYN|ARG+POLYAMINE-SYN|Amino-Acid-Degradation|Biosynthesis|Degradation|LYSINE-DEG|N-CONTAINING-SECONDARY-CMPD-SYN|POLYAMSYN-PWY|PWY-5327|PWY-5468|PWY-6328|PWY-6375|PWY-6376|PWY-6381|PWY0-1303|PWY0-461|Polyamine-Biosynthesis|QUINOLIZIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS|Siderophores-Biosynthesis
rxn00326	CARBOXYLATES-DEG|Degradation|Oxalate-Degradation|PWY-6696
rxn00327	AMINE-DEG|Allantoin-degradation|Degradation|PWY-5692|URDEGR-PWY
rxn00328	4-Hydroxyproline-Degradation|Amino-Acid-Degradation|Degradation|HYDROXYPRODEG-PWY
rxn00330	Alcohol-Degradation|CARBOXYLATES-DEG|Degradation|Energy-Metabolism|GLYCOL-GLYOXDEG-PWY|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXDEG-PWY|GLYOXYLATE-BYPASS|Glycolate-Degradation|P105-PWY|PWY-561|PWY-6728|PWY-6969|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn00331	Autotrophic-CO2-Fixation|C1-COMPOUNDS|CO2-Fixation|Degradation|Energy-Metabolism|Formaldehyde-Assimilation|PWY-1622|PWY-5741|PWY-5743|PWY-7024
rxn00333	Energy-Metabolism|PWY-181|Photosynthesis
rxn00335	CARBOXYLATES-DEG|Degradation|Glycolate-Degradation|PWY-6649
rxn00337	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|LYSINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P101-PWY|P4-PWY|PWY-2941|PWY-2942|PWY-3001|PWY-5097|PWY-5345|PWY-5347|PWY-6559|PWY-6562|PWY-6565|PWY-724|PWY0-781|Polyamine-Biosynthesis|Spermidine-Biosynthesis|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn00338	ALKALOIDS-SYN|Biosynthesis|Cofactor-Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|NAD-Metabolism|NAD-SYN|PWY-5316|PWY0-781|PYRIDNUCSYN-PWY|PYRROLIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn00340	ASPARAGINE-SYN|ASPARAGINESYN-PWY|ASPASN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|Metabolic-Clusters|PWY0-1325
rxn00342	ASPARAGINE-DEG|ASPARAGINE-DEG1-PWY|ASPASN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Metabolic-Clusters
rxn00343	ASPARAGINE-SYN|ASPSYNII-PWY|Amino-Acid-Biosynthesis|Biosynthesis|Cyanide-Detoxification|Degradation|Detoxification|IND-AMINO-ACID-SYN|Other-Degradation
rxn00346	Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|IND-AMINO-ACID-SYN|PANTOSYN-PWY|PWY-5155|Vitamin-Biosynthesis
rxn00347	ASPARTATE-SYN|ASPASN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLUTAMATE-DEG|GLUTDEG-PWY|IND-AMINO-ACID-SYN|Metabolic-Clusters
rxn00351	Biosynthesis|Cofactor-Biosynthesis|GLUTATHIONESYN-PWY|PWY-4041|Reductants
rxn00355	Activation-Inactivation-Interconversion|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|GALACTOSE-DEGRADATION|Interconversion|PWY-3821|PWY-5114|PWY-6527|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides
rxn00358	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|PWY-6397|PWY-6404
rxn00361	Activation|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|Noncarbon-Nutrients|PWY-5340|PWY-5345|PWY-821|SO4ASSIM-PWY|SULFATE-CYS-PWY|Sulfate-Reduction|Sulfur-Assimilation
rxn00364	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PRPP-PWY|PUR-NUC-SYN|PWY-5687|PWY0-162|PWY0-163|PYR-NUC-SYN|Purine-Nucleotides-Salvage|Pyrimidine-De-Novo-Biosyn|Pyrimidine-Nucleotide-Salvage
rxn00365	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotides-Salvage
rxn00366	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5687|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn00369	Biosynthesis|Nucleotide-Biosynthesis|PWY0-163|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage
rxn00371	C1-COMPOUNDS|CARBOXYLATES-DEG|CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Degradation|Energy-Metabolism|NUCLEO-DEG|Oxalate-Degradation|P164-PWY|PWY-1881|PWY-1882|PWY-5497|PWY-6696|Purine-Degradation
rxn00372	CARBOXYLATES-DEG|Degradation|Oxalate-Degradation|PWY-6696
rxn00373	CARBOXYLATES-DEG|Degradation|Oxalate-Degradation|PWY-6698
rxn00377	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation|PWY-1801|PWY-1882
rxn00379	ANAEROBIC-RESPIRATION|Activation|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Biosynthesis|CHEMOAUTOTROPHIC-ENERGY-METABOLISM|DISSULFRED-PWY|Degradation|Energy-Metabolism|IND-AMINO-ACID-SYN|METHIONINE-SYN|Noncarbon-Nutrients|P224-PWY|PWY-5278|PWY-5306|PWY-5308|PWY-5340|PWY-5345|PWY-6676|PWY-6683|PWY-821|Respiration|SO4ASSIM-PWY|SULFATE-CYS-PWY|SULFMETII-PWY|Sulfate-Reduction|Sulfide-Oxidation|Sulfite-Oxidation|Sulfur-Assimilation|Sulfur-Disproportionation|Thiosulfate-Disproportionation
rxn00380	Degradation|Noncarbon-Nutrients|PWY-5279|PWY-5304|Sulfite-Oxidation|Sulfur-Assimilation|Sulfur-Oxidation
rxn00383	Amino-Acid-Degradation|Degradation|METHIONINE-DEG|Noncarbon-Nutrients|PWY-5326|PWY-5328|Sulfite-Oxidation|Sulfur-Assimilation
rxn00392	Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY-5523|PWY-6168|PWY66-366|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn00394	ARG-GLU-PWY|ARG-PRO-PWY|ARGASEDEG-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|Degradation|GLUTAMATE-SYN|IND-AMINO-ACID-SYN|NITROGEN-DEG|Noncarbon-Nutrients|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PWY-4984|PWY-5004|PWY-6305|PWY-6922|Polyamine-Biosynthesis|Putrescine-Biosynthesis
rxn00395	ARGDEGRAD-PWY|ARGININE-DEG|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Interconversion|PROLINE-SYN|PWY-4981
rxn00398	ARGDEG-IV-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation
rxn00401	ARGDEG-V-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation
rxn00404	Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCGREAT-PWY|GLYCINE-DEG|Polyamine-Biosynthesis
rxn00405	ARG+POLYAMINE-SYN|ARGDEG-III-PWY|ARGDEG-PWY|ARGININE-DEG|Acid-Resistance|Amino-Acid-Degradation|Biosynthesis|Degradation|Detoxification|ORNARGDEG-PWY|POLYAMINSYN3-PWY|POLYAMSYN-PWY|PWY-40|PWY-43|PWY-6305|PWY-6834|PWY0-1299|PWY0-823|Polyamine-Biosynthesis|Putrescine-Biosynthesis|Spermidine-Biosynthesis
rxn00408	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5687|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn00409	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5687|PWY0-162|PWY0-163|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimidine-Nucleotide-Salvage
rxn00412	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5687|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn00414	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5154|PWY-5686|PWY0-162|PYR-NUC-SYN|Polyamine-Biosynthesis|Pyrimidine-De-Novo-Biosyn
rxn00416	ASPARAGINE-BIOSYNTHESIS|ASPARAGINE-SYN|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PWY0-1325
rxn00420	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY
rxn00423	Amino-Acid-Biosynthesis|Biosynthesis|CYSTEINE-SYN|CYSTSYN-PWY|Detoxification|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Other-biosynthesis|PWY-6395|PWY-6936|SULFATE-CYS-PWY
rxn00424	C1-COMPOUNDS|Degradation|Energy-Metabolism|Formaldehyde-Assimilation|PWY-1622|PWY-181|Photosynthesis
rxn00425	Amino-Acid-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|IND-AMINO-ACID-SYN|PWY-6196|PWY-6455|SERINE-BIOSYNTHESIS|Vancomycin-Resistnace
rxn00429	C1-COMPOUNDS|Degradation|FORMASS-PWY|Formaldehyde-Oxidation|PWY-1882
rxn00430	C1-COMPOUNDS|Degradation|Methanol-Oxidation|PWY-6510
rxn00432	C1-COMPOUNDS|Degradation|Methanol-Oxidation|PWY-5506
rxn00433	AMINE-DEG|CRNFORCAT-PWY|Creatinine-Degradation|Degradation|PWY-3661|PWY-4722
rxn00438	Biosynthesis|Cofactor-Biosynthesis|PWY-6893|PWY-6894|PWY-6895|PWY-6896|PWY-6897|THISYN-PWY|Thiamin-Salvage|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn00440	Biosynthesis|Cofactor-Biosynthesis|PWY-6898|PWY-6907|PWY-6908|THISYNARA-PWY|Thiamin-Salvage|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn00444	Ascorbate-Degradation|CARBOXYLATES-DEG|Degradation|PWY-6959|PWY-6960|PWY-6961
rxn00451	Amino-Acid-Biosynthesis|Biosynthesis|Dimethylsulfoniopropionate-Biosynthesis|IND-AMINO-ACID-SYN|METHIONINE-SYN|Organic-solutes-Biosynthesis|Other-biosynthesis|PWY-5441|PWY-6054|PWY-6055
rxn00452	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|METHIONINE-SYN|PWY-702|PWY-724
rxn00456	Amino-Acid-Degradation|Degradation|METHIONINE-DEG|PWY-701
rxn00459	ANAEROBIC-RESPIRATION|ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|ANARESP1-PWY|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|NPGLUCAT-PWY|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|PWY-1042|PWY-1622|PWY-2221|PWY-3801|PWY-5464|PWY-5484|PWY-5723|PWY-6142|PWY-6146|PWY-6886|PWY-6901|PWY-7003|Respiration|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn00461	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|PWY-5265|PWY-6385|PWY-6386|PWY-6387|PWY-6470|PWY-6471|Peptidoglycan-Biosynthesis
rxn00462	Antibiotic-Biosynthesis|Biosynthesis|PWY-5757|PWY-6322|PWY-6682|PWY-6839|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn00465	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN|PWY-4981
rxn00467	ARG-PRO-PWY|ARGASEDEG-PWY|ARGININE-DEG|ARGININE-SYN|ARGININE-SYN4-PWY|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|Degradation|GLUTAMATE-SYN|IND-AMINO-ACID-SYN|Interconversion|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PWY-3341|PWY-4981|PWY-5004|PWY-6344|PWY-6922
rxn00469	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn00470	AMINE-DEG|ARG+POLYAMINE-SYN|ARGININE-DEG|Amino-Acid-Degradation|Biosynthesis|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|POLYAMINSYN3-PWY|POLYAMSYN-PWY|PWY-46|PWY-6305|Polyamine-Biosynthesis|Putrescine-Biosynthesis
rxn00472	ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Degradation|Degradation|Interconversion|PWY-6344
rxn00473	Amino-Acid-Degradation|Degradation|TRYPDEG-PWY|TRYPTOPHAN-DEG
rxn00474	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|PWY-6629|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn00479	Auxin-Biosynthesis|Biosynthesis|HORMONE-SYN|PWY-3161|Plant-Hormone-Biosynthesis
rxn00480	Amino-Acid-Degradation|Degradation|PWY-3162|TRYPTOPHAN-DEG
rxn00483	Amino-Acid-Degradation|Auxin-Biosynthesis|Biosynthesis|Degradation|HORMONE-SYN|PWY-5081|PWY-581|Plant-Hormone-Biosynthesis|TRPIAACAT-PWY|TRPKYNCAT-PWY|TRYPTOPHAN-DEG
rxn00484	ALKALOIDS-SYN|Amino-Acid-Degradation|Auxin-Biosynthesis|Biosynthesis|Degradation|HORMONE-SYN|INDOLE-ALKALOIDS|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-3181|PWY-5290|PWY-5473|PWY-581|PWY-5877|PWY-6307|PWY-6326|Plant-Hormone-Biosynthesis|QUINOLINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS|TERPENOID-ALKALOIDS|TRYPTOPHAN-DEG|Terpenoid-Biosynthesis
rxn00490	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PHENYLALANINE-SYN|PWY-3462|PWY-3481
rxn00491	Amino-Acid-Degradation|Degradation|PHENYLALANINE-DEG|PWY-5079
rxn00493	ALL-CHORISMATE-PWY|ANAPHENOXI-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BENZCOA-PWY|Biosynthesis|COMPLETE-ARO-PWY|Degradation|IND-AMINO-ACID-SYN|PHENYLALANINE-DEG|PHENYLALANINE-SYN|PHESYN|PWY-5079|PWY-6318|PWY-6628
rxn00495	ALKALOIDS-SYN|AROMATIC-COMPOUNDS-BIOSYN|BENZENOID-SYN|Benzoate-Biosynthesis|Biosynthesis|CINNAMATE-SYN|Cell-Structure-Biosynthesis|Metabolic-Clusters|N-CONTAINING-SECONDARY-CMPD-SYN|PHENYLPROPANOID-SYN|PLANT-CELL-STRUCTURE|POLYKETIDE-SYN|PWY-1121|PWY-5883|PWY-6432|PWY-6443|PWY-6444|PWY-6446|PWY-6457|PWY1F-467|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn00497	Amino-Acid-Degradation|Biosynthesis|Degradation|PHENYLALANINE-DEG|PWY-5751|PWY-6318|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn00498	Biosynthesis|CAROTENOID-SYN|ERGOSTEROL-SYN-PWY|Lipid-Biosynthesis|Other-biosynthesis|PWY-2541|PWY-5670|PWY-5875|PWY-6105|PWY-6767|PWY66-3|PWY66-341|PWY66-4|PWY66-5|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TRITERPENOID-SYN|Terpenoid-Biosynthesis
rxn00499	ANAEROFRUCAT-PWY|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|P122-PWY|P124-PWY|P41-PWY|P461-PWY|PWY-3801|PWY-5100|PWY-5481|PWY-6901|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|Xylose-Degradation
rxn00500	ALACAT2-PWY|ALANINE-DEG|Amino-Acid-Degradation|Antibiotic-Resistance|Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Degradation|Detoxification|Energy-Metabolism|FERMENTATION-PWY|Fermentation|P122-PWY|PROPFERM-PWY|PWY-5494|PWY-6454|PWY-6901|Pyruvate-Degradation|Sugars-And-Polysaccharides|Vancomycin-Resistnace|Xylose-Degradation
rxn00501	Amino-Acid-Degradation|BETA-ALA-DEGRADATION-I-PWY|Beta-Alanine-Degradation|CARBOXYLATES-DEG|Degradation|P562-PWY|PWY-1781|PWY-6373|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives
rxn00502	CARBOXYLATES-DEG|Degradation|PWY-6373
rxn00503	ARGASEDEG-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Ethylene-Biosynthesis|GLUTAMATE-SYN|HORMONE-SYN|IND-AMINO-ACID-SYN|PROLINE-DEG|PROUT-PWY|PWY-6853|Plant-Hormone-Biosynthesis
rxn00506	Alcohol-Degradation|Degradation|Ethanol-Degradation|PWY66-161|PWY66-162|PWY66-21
rxn00507	Energy-Metabolism|Fermentation|PWY-5768|Pyruvate-Degradation
rxn00508	4-Aminobutyraye-Degradation|4AMINOBUTMETAB-PWY|AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|GLUDEG-I-PWY|GLUTAMATE-DEG|ORNARGDEG-PWY|PWY-4321|PWY-6473|PWY-6535|PWY-6536
